Zipcode,Land Area sq meters,Water Area sq meters,Land Area sq miles,Water Area sq miles,Latitude,Longitude,Population,Population Density per sq mile
95010,"3,581,425","213,680",1.383,0.083,36.976355,−121.9547232,8908.0,6441.070137382501
95012,"33,446,737","545,985",12.914,0.211,36.7888278,−121.7348886,10083.0,780.7805482422177
95013,"4,594,081",0,1.774,0.0,37.2153151,−121.7396138,34.0,19.165727170236753
95014,"64,388,214","339,868",24.86,0.131,37.3083545,−122.0818821,61480.0,2473.0490748189864
95017,"161,727,896","50,030",62.443,0.019,37.0946843,−122.2374662,831.0,13.30813702096312
95018,"45,182,530","692,736",17.445,0.267,37.0838741,−122.0598984,6348.0,363.8865004299226
95019,"2,840,834",0,1.097,0.0,36.9358526,−121.7844761,8743.0,7969.917958067457
95020,"393,120,153","2,329,286",151.785,0.899,37.0162105,−121.5594182,63522.0,418.4998517640083
95023,"1,022,600,825","1,849,903",394.828,0.714,36.9199935,−121.3221878,54197.0,137.26736705603454
95030,"27,309,203",0,10.544,0.0,37.2216463,−121.9832420,13631.0,1292.7731411229136
95032,"48,346,432","351,979",18.667,0.136,37.1801404,−121.9015526,25865.0,1385.6002571382653
95033,"231,736,373","1,880,021",89.474,0.726,37.1582751,−121.9736783,9910.0,110.75843261729663
95035,"58,099,918","119,350",22.433,0.046,37.4403973,−121.8746930,75367.0,3359.6487317790757
95037,"311,001,106","4,849,979",120.078,1.873,37.1318204,−121.6812468,51968.0,432.7853561851463
95039,"45,012,589","4,653,213",17.379,1.797,36.8277452,−121.7652904,1209.0,69.56671845330571
95041,"501,195",0,0.194,0.0,37.0505337,−122.0582794,349.0,1798.9690721649483
95043,"1,981,368,809","3,082,323",765.011,1.19,36.5181773,−120.9829127,727.0,0.9503131327523395
95045,"122,577,268","255,008",47.327,0.098,36.8258065,−121.5185645,4340.0,91.70241088596362
95046,"48,717,579","106,925",18.81,0.041,37.0993077,−121.5992405,5905.0,313.92876129718235
95050,"14,129,260",0,5.455,0.0,37.3504312,−121.9524053,38884.0,7128.13932172319
95051,"17,070,851",0,6.591,0.0,37.3483113,−121.9844349,59209.0,8983.310575026551
95053,"379,943",0,0.147,0.0,37.3484622,−121.9372707,3835.0,26088.43537414966
95054,"16,635,960",0,6.423,0.0,37.3930996,−121.9647964,23959.0,3730.1883854896464
95060,"141,277,746","162,014",54.548,0.063,36.9932001,−122.0984003,48910.0,896.6414900637969
95062,"13,086,263","303,509",5.053,0.117,36.9739691,−121.9898464,36413.0,7206.2141302196715
95064,"4,407,796",0,1.702,0.0,36.9915959,−122.0588685,10622.0,6240.893066980024
95065,"28,342,877",0,10.943,0.0,37.0322419,−121.9844016,8164.0,746.0477017271315
95066,"48,495,941",0,18.724,0.0,37.0671978,−122.0145209,15275.0,815.7979064302499
95070,"73,352,747","70,015",28.322,0.027,37.2549286,−122.0521809,31442.0,1110.161711743521
95073,"59,310,300",0,22.9,0.0,37.0406799,−121.9317399,11289.0,492.9694323144105
95075,"238,148,618","173,946",91.95,0.067,36.7935532,−121.1919755,429.0,4.66557911908646
95076,"349,890,939","2,573,370",135.094,0.994,36.9457806,−121.7560577,84281.0,623.8693058166906
95110,"11,773,368",0,4.546,0.0,37.3465721,−121.9097466,20004.0,4400.351957765068
95111,"15,035,833","18,008",5.805,0.007,37.2838535,−121.8268688,61183.0,10539.707149009475
95112,"18,828,730",0,7.27,0.0,37.3445994,−121.8834403,59959.0,8247.455295735901
95113,"902,035",0,0.348,0.0,37.3340134,−121.8904427,2550.0,7327.5862068965525
95116,"9,229,873",0,3.564,0.0,37.3504713,−121.8525538,54758.0,15364.197530864198
95117,"6,009,496",0,2.32,0.0,37.3100724,−121.9621838,31702.0,13664.655172413793
95118,"10,530,686","158,166",4.066,0.061,37.2553638,−121.8919118,32768.0,8059.026069847517
95119,"11,012,497","8,026",4.252,0.003,37.2269709,−121.7886819,10450.0,2457.666980244591
95120,"101,789,492","895,997",39.301,0.346,37.1857459,−121.8427384,38177.0,971.4002188239484
95121,"11,513,079",0,4.445,0.0,37.3046105,−121.8097734,38258.0,8606.974128233971
95122,"12,385,325",0,4.782,0.0,37.3292242,−121.8348212,55619.0,11630.90757005437
95123,"20,258,957","132,881",7.822,0.051,37.244238,−121.8316038,70005.0,8949.757095372028
95124,"17,064,020",0,6.588,0.0,37.2568308,−121.9228146,52049.0,7900.5768063145115
95125,"18,867,188",0,7.285,0.0,37.2955986,−121.8940712,54076.0,7422.923816060398
95126,"8,614,591",0,3.326,0.0,37.3269219,−121.9167787,37063.0,11143.415514131088
95127,"49,290,230","99,400",19.031,0.038,37.3716706,−121.7870966,63220.0,3321.948399978982
95128,"10,180,639",0,3.931,0.0,37.3158842,−121.9364309,35986.0,9154.413635207326
95129,"11,818,432",0,4.563,0.0,37.305958,−122.0007203,40277.0,8826.868288406751
95130,"3,726,998",0,1.439,0.0,37.277676,−121.9862380,14051.0,9764.419735927728
95131,"14,958,350",0,5.775,0.0,37.3872675,−121.8979476,32096.0,5557.748917748918
95132,"70,845,098","1,413",27.353,0.001,37.4184455,−121.7879776,42726.0,1562.022447263554
95133,"8,446,896",0,3.261,0.0,37.3717229,−121.8605558,28158.0,8634.77460901564
95134,"27,992,763",0,10.808,0.0,37.4300211,−121.9452625,30499.0,2821.8911917098444
95135,"335,252,895","2,262,354",129.442,0.873,37.223357,−121.5256945,22509.0,173.89255419415645
95136,"13,476,518","50,274",5.203,0.019,37.2713786,−121.8525124,48492.0,9320.007687872381
95138,"67,431,830","6,794",26.036,0.003,37.2456123,−121.7488651,20597.0,791.0969426947304
95139,"3,121,351",0,1.205,0.0,37.2248768,−121.7638563,7262.0,6026.55601659751
95140,"199,032,255","139,260",76.847,0.054,37.3514982,−121.6408811,56.0,0.7287207047770246
95148,"20,415,777","246,839",7.883,0.095,37.3334292,−121.7816683,48629.0,6168.84434859825
95202,"2,745,855","16,915",1.06,0.007,37.9597363,−121.2882868,6607.0,6233.018867924528
95203,"15,967,439","1,505,883",6.165,0.581,37.9543023,−121.3293198,15561.0,2524.087591240876
95204,"13,731,974","683,094",5.302,0.264,37.9737359,−121.3192457,28860.0,5443.228970199925
95205,"23,287,293","30,174",8.991,0.012,37.964578,−121.2598412,37133.0,4130.018907796686
95206,"345,090,126","7,198,181",133.24,2.779,37.9084709,−121.3953057,65643.0,492.6673671570099
95207,"18,766,717","470,555",7.246,0.182,38.002125,−121.3249787,51652.0,7128.346674027049
95209,"21,336,259","412,635",8.238,0.159,38.046863,−121.3528022,44325.0,5380.55353241078
95210,"19,694,712","208,110",7.604,0.08,38.0317856,−121.2978857,41641.0,5476.196738558653
95211,"255,536","42,657",0.099,0.016,37.9802638,−121.3111487,2343.0,23666.666666666664
95212,"54,861,975","354,499",21.182,0.137,38.049939,−121.2329698,28281.0,1335.143045982438
95215,"240,399,547","542,720",92.819,0.21,37.9493948,−121.1570588,25473.0,274.43734580204483
95219,"302,667,360","60,214,415",116.861,23.249,38.0374279,−121.5124976,29117.0,249.15925757951754
95220,"150,371,281","1,746,517",58.059,0.674,38.2002315,−121.2350309,8228.0,141.71790764567078
95222,"393,155,776","4,224,758",151.798,1.631,38.0513304,−120.5901733,5418.0,35.692169857310375
95223,"1,105,372,470","4,595,931",426.787,1.774,38.4463225,−119.8129575,2602.0,6.096718034991694
95224,"29,846,961","93,401",11.524,0.036,38.2313239,−120.3226879,195.0,16.921207913918778
95225,"25,090,568","102,975",9.688,0.04,38.2025516,−120.8641483,618.0,63.79025598678778
95226,"9,986,620","334,345",3.856,0.129,38.2374731,−120.8664503,0.0,0.0
95227,"98,574,862","7,720,065",38.06,2.981,38.2103525,−121.0512555,734.0,19.285338938518127
95228,"236,736,616","3,328,089",91.405,1.285,37.9072653,−120.6883275,4486.0,49.07827799354521
95230,"354,512,708","4,347,044",136.878,1.678,37.9976496,−120.8946819,661.0,4.829117900612225
95231,"27,879,007","181,857",10.764,0.07,37.8737927,−121.2901459,5520.0,512.8205128205128
95232,"12,822,170",0,4.951,0.0,38.3605261,−120.5772427,203.0,41.001817814582914
95233,"4,171,387",0,1.611,0.0,38.1861875,−120.3685566,381.0,236.49906890130353
95236,"330,277,595","2,060,831",127.521,0.796,38.044271,−121.0392543,4458.0,34.958947937986686
95237,"19,204,252","24,339",7.415,0.009,38.1539541,−121.1465613,3655.0,492.91975724881996
95240,"176,602,813","1,114,798",68.187,0.43,38.1235441,−121.1590784,49439.0,725.0502295158901
95242,"235,351,034","4,712,235",90.87,1.819,38.1370681,−121.3845464,27340.0,300.8693738307472
95245,"180,806,349","221,375",69.81,0.085,38.3027468,−120.6094652,1650.0,23.63558229480017
95246,"178,899,653","145,409",69.074,0.056,38.2497077,−120.4888570,1234.0,17.864898514636476
95247,"121,793,964","94,372",47.025,0.036,38.1360927,−120.4439416,3853.0,81.9351408825093
95248,"81,797,182","403,185",31.582,0.156,38.3177091,−120.4611116,108.0,3.419669431954911
95249,"210,379,837","131,104",81.228,0.051,38.1899501,−120.6195548,5988.0,73.71842221893928
95251,"31,642,250","11,721",12.217,0.005,38.0800615,−120.4535801,496.0,40.59916509781452
95252,"295,251,750","21,462,311",113.997,8.287,38.1586282,−120.8432468,15779.0,138.4159232260498
95254,"12,629,793","6,972,905",4.876,2.692,38.1998379,−120.9642416,721.0,147.86710418375716
95255,"114,292,862","134,844",44.129,0.052,38.4198522,−120.4800231,1591.0,36.05338892791588
95257,"30,463,180","161,215",11.762,0.062,38.3799265,−120.4680167,386.0,32.81754803604829
95258,"8,337,128","377,326",3.219,0.146,38.1720647,−121.3089147,3820.0,1186.703945324635
95301,"197,003,687","11,735",76.064,0.005,37.3061488,−120.6559992,39922.0,524.8474968447623
95303,"74,830,630","55,049",28.892,0.021,37.4702877,−120.6710831,1019.0,35.269278693063825
95304,"397,488,084","7,272,820",153.471,2.808,37.6806407,−121.3815610,15533.0,101.21130376422907
95305,"150,894,738","5,814,410",58.261,2.245,37.8159268,−120.3610921,0.0,0.0
95306,"431,214,937","3,513,205",166.493,1.356,37.3628976,−120.1194236,841.0,5.051263416479972
95307,"85,014,475",0,32.824,0.0,37.5558092,−120.9538524,47130.0,1435.8396295393616
95310,"115,847,499","2,670,057",44.729,1.031,38.0858386,−120.3785504,1654.0,36.97824677502292
95311,"627,019,698","10,138,443",242.094,3.914,37.705686,−120.0910354,1976.0,8.162118846398506
95312,"2,538,604",0,0.98,0.0,37.4210709,−120.6529833,206.0,210.20408163265307
95313,"118,459,321","938,766",45.737,0.362,37.4179585,−121.0510417,1166.0,25.49358287600848
95315,"49,059,835","266,666",18.942,0.103,37.4227914,−120.7743537,14434.0,762.010347376201
95316,"211,863,856","165,715",81.801,0.064,37.5396252,−120.6686888,8090.0,98.898546472537
95317,"119,625,459","241,297",46.188,0.093,37.1273801,−120.5064331,1085.0,23.490950030310902
95318,"147,927,169","574,951",57.115,0.222,37.6660449,−119.8075486,271.0,4.744813096384488
95319,"6,540,013","162,336",2.525,0.063,37.6290045,−120.8851310,1548.0,613.0693069306931
95320,"229,806,293","1,404,766",88.729,0.542,37.8185555,−121.0069049,12990.0,146.40083850826676
95321,"1,163,150,893","18,995,403",449.095,7.334,37.9316913,−119.8361513,3544.0,7.891426090248165
95322,"438,721,494","9,250,891",169.391,3.572,37.1819697,−121.0199688,10016.0,59.129469688472234
95323,"81,094,421","1,159,674",31.311,0.448,37.6045359,−120.6836897,1484.0,47.39548401520233
95324,"104,004,087","1,122,411",40.156,0.433,37.3931494,−120.8989886,8738.0,217.60135471660524
95325,"77,075,259","82,198",29.759,0.032,37.4808035,−120.2448623,65.0,2.1842131792062904
95326,"68,637,306","822,400",26.501,0.318,37.5890984,−120.8554355,10669.0,402.58858156295986
95327,"411,206,233","34,587,648",158.768,13.354,37.84753,−120.4865572,8542.0,53.80177365716013
95328,"2,340,990",0,0.904,0.0,37.5580365,−120.9094153,3680.0,4070.796460176991
95329,"301,914,714","39,332,843",116.57,15.186,37.67763,−120.4180501,2318.0,19.885047610877585
95330,"55,750,376","3,324,370",21.525,1.284,37.8134503,−121.3172730,24096.0,1119.4425087108016
95333,"316,819,096",0,122.325,0.0,37.2446736,−120.2427411,3012.0,24.622930717351316
95334,"146,264,095","380,466",56.473,0.147,37.3496766,−120.7512837,17624.0,312.07833832096753
95335,"106,355,921","156,596",41.064,0.06,38.1248866,−120.0931460,88.0,2.142996298460939
95336,"99,289,449","74,579",38.336,0.029,37.8302673,−121.2010196,47243.0,1232.3403589315526
95337,"117,650,992","1,972,952",45.425,0.762,37.7430395,−121.2383805,40657.0,895.0357732526143
95338,"880,820,748","13,385,292",340.087,5.168,37.507011,−119.9837888,10633.0,31.26552911460891
95340,"134,567,806","1,949,783",51.957,0.753,37.3400869,−120.4064058,36402.0,700.6178185807495
95341,"380,275,293","3,663,504",146.825,1.414,37.231045,−120.5010724,34047.0,231.8883024008173
95345,"98,479,634","177,192",38.023,0.068,37.5908935,−119.9634598,715.0,18.804407858401493
95346,"13,231,008","7,463",5.109,0.003,38.070475,−120.1733531,1159.0,226.85457036602074
95348,"152,795,804","331,280",58.995,0.128,37.4205224,−120.4996076,34302.0,581.4391050088991
95350,"22,884,221",0,8.836,0.0,37.6717296,−121.0072847,54044.0,6116.342236306021
95351,"23,033,676","461,330",8.893,0.178,37.6241243,−120.9973187,48844.0,5492.409760485775
95354,"19,824,285","222,070",7.654,0.086,37.6390292,−120.9647723,24481.0,3198.45832244578
95355,"24,206,375","81,123",9.346,0.031,37.672906,−120.9465940,59272.0,6341.964476781511
95356,"57,527,712","384,390",22.212,0.148,37.7185727,−121.0323086,32387.0,1458.0857194309383
95357,"101,914,930","334,040",39.35,0.129,37.6711526,−120.8862676,13011.0,330.64803049555275
95358,"301,147,625","7,108,458",116.274,2.745,37.6116343,−121.1078579,32583.0,280.2260178543784
95360,"160,096,575","4,097,589",61.814,1.582,37.3260021,−121.0388906,13571.0,219.5457339761219
95361,"563,095,307","9,544,599",217.412,3.685,37.7921901,−120.7856623,34624.0,159.2552389012566
95363,"1,238,819,328","1,473,476",478.311,0.569,37.3738877,−121.2514534,28333.0,59.23551831339861
95364,"510,421,491","8,152,131",197.075,3.148,38.2247004,−119.7599789,0.0,0.0
95365,"9,493,361",0,3.665,0.0,37.3011826,−120.3314818,4292.0,1171.0777626193724
95366,"88,886,859","878,986",34.319,0.339,37.7627662,−121.1252772,18728.0,545.7035461406218
95367,"13,602,985","151,657",5.252,0.059,37.7297,−120.9467584,24976.0,4755.521706016756
95368,"7,927,053","74,875",3.061,0.029,37.7132691,−121.0854039,15251.0,4982.358706305129
95369,"404,275,848","5,497,672",156.092,2.123,37.5254044,−120.4042497,978.0,6.265535709709658
95370,"267,016,922","5,656,934",103.096,2.184,37.9844012,−120.3480656,28301.0,274.5111352525801
95372,"6,268,042","13,422",2.42,0.005,37.9912891,−120.2627906,1761.0,727.6859504132232
95374,"115,130,767","2,056,018",44.452,0.794,37.3168071,−120.8557526,1714.0,38.55844506433906
95375,"36,122,113","176,897",13.947,0.068,38.2256886,−119.9601159,5.0,0.3585000358500036
95376,"19,726,920",0,7.617,0.0,37.7368187,−121.4339976,55296.0,7259.551004332415
95377,"284,798,424","73,603",109.961,0.028,37.6740035,−121.5168567,32599.0,296.45965387728376
95379,"67,042,399","312,197",25.885,0.121,37.9663858,−120.2126481,3856.0,148.96658296310605
95380,"199,830,994","85,506",77.155,0.033,37.4742296,−120.8752475,43973.0,569.9306590629253
95382,"28,348,156","69,528",10.945,0.027,37.5275576,−120.8511059,38029.0,3474.5545911375057
95383,"171,514,547","625,530",66.222,0.242,38.0929947,−120.2328071,3816.0,57.62435444414243
95385,"69,529,380","1,261,365",26.845,0.487,37.609821,−121.2484951,430.0,16.017880424660085
95386,"245,230,364","9,502,001",94.684,3.669,37.6672896,−120.6220922,10493.0,110.82125807950658
95387,"55,741,515",0,21.522,0.0,37.5543749,−121.2446513,600.0,27.878449958182326
95388,"97,632,892","422,228",37.696,0.163,37.4212988,−120.5995871,13805.0,366.2192275042445
95389,"778,855,969","5,193,335",300.718,2.005,37.7841273,−119.4282634,1464.0,4.86834841944945
95391,"69,552,734","1,293,001",26.854,0.499,37.7807898,−121.5980477,21488.0,800.178744321144
95401,"54,141,841","39,627",20.904,0.015,38.4491367,−122.7937522,38872.0,1859.5484117872177
95403,"55,789,293","105,674",21.54,0.041,38.5036845,−122.7540566,44716.0,2075.951717734448
95404,"195,260,032","44,762",75.39,0.017,38.5257333,−122.6904432,38462.0,510.17376309855416
95405,"12,992,032","83,256",5.016,0.032,38.4381358,−122.6690575,22875.0,4560.406698564593
95407,"55,972,248",0,21.611,0.0,38.3946561,−122.7459317,42815.0,1981.1669982879089
95409,"90,632,712","547,324",34.993,0.211,38.4684846,−122.5821384,26739.0,764.1242534221129
95410,"77,760,741","1,089,284",30.024,0.421,39.2349401,−123.6998535,970.0,32.30748734345857
95412,"233,929,082","43,803",90.321,0.017,38.7126059,−123.3141458,485.0,5.36973682753734
95415,"143,204,955",0,55.292,0.0,39.0205089,−123.3675486,1273.0,23.023222165955293
95417,"62,157,226",0,23.999,0.0,39.6879081,−123.6506987,257.0,10.70877953248052
95420,"18,855,724","318,330",7.28,0.123,39.3593581,−123.7660109,235.0,32.28021978021978
95421,"371,370,403","189,217",143.387,0.073,38.5835694,−123.1826697,1662.0,11.591008947812563
95422,"69,628,361","26,251,292",26.884,10.136,38.985515,−122.6425345,15644.0,581.9074542478797
95423,"317,102,270","5,778,581",122.434,2.231,39.067376,−122.6297201,3597.0,29.379094042504533
95425,"497,484,120","9,783,998",192.08,3.778,38.8230526,−123.0638591,11144.0,58.01749271137026
95426,"74,223,594","52,409",28.658,0.02,38.8334248,−122.7340614,1124.0,39.22115988554679
95427,"146,003,044",0,56.372,0.0,39.2532387,−123.5692471,548.0,9.721138153693323
95428,"711,388,292","2,186,755",274.669,0.844,39.8248031,−123.1796086,2821.0,10.27054381819572
95429,"65,823,128","48,557",25.414,0.019,39.7560486,−123.3587013,84.0,3.30526481466908
95430,"615,328","332,938",0.238,0.129,38.4614251,−123.0471856,13.0,54.6218487394958
95431,"311,898",0,0.12,0.0,38.349069,−122.5161756,121.0,1008.3333333333334
95432,"186,525,232","633,475",72.018,0.245,39.1084924,−123.6454204,596.0,8.275708850565136
95435,"37,019",0,0.014,0.0,39.0031495,−122.8747978,313.0,22357.142857142855
95436,"55,045,746","724,370",21.253,0.28,38.4868279,−122.9056170,6602.0,310.63849809438665
95437,"459,440,571","1,642,691",177.391,0.634,39.443949,−123.6859200,15098.0,85.11142053429994
95439,"6,907,053",0,2.667,0.0,38.4905556,−122.7759064,444.0,166.47919010123735
95441,"407,069,409","9,370,237",157.17,3.618,38.7216258,−123.0472923,1696.0,10.790863396322454
95442,"64,648,931","93,385",24.961,0.036,38.3782179,−122.5164875,3143.0,125.91642963022315
95443,"10,804,672",0,4.172,0.0,39.0501313,−122.7396314,183.0,43.86385426653883
95444,"811,989",0,0.314,0.0,38.4326243,−122.8692411,357.0,1136.9426751592357
95445,"231,011,116","883,393",89.194,0.341,38.8325203,−123.4725321,1989.0,22.299706258268493
95446,"80,408,137","440,242",31.046,0.17,38.5194268,−123.0106794,4951.0,159.47304000515365
95448,"478,727,875","2,390,503",184.838,0.923,38.6229845,−122.8891215,17353.0,93.88221036799793
95449,"358,773,593","904,969",138.523,0.349,38.9361372,−123.1194447,1393.0,10.056091768154026
95450,"96,809,301","1,593,348",37.378,0.615,38.5098047,−123.2080420,223.0,5.966076301567767
95451,"240,510,691","25,355,683",92.862,9.79,38.9221361,−122.7895645,12031.0,129.5578385130624
95452,"42,459,903",0,16.394,0.0,38.429598,−122.5367444,740.0,45.13846529218007
95453,"225,401,688","1,574,542",87.028,0.608,39.0459308,−122.9410770,11209.0,128.7976283494967
95454,"793,973,450","278,003",306.555,0.107,39.7840478,−123.4957895,2165.0,7.062354226810849
95456,"29,346,937","569,355",11.331,0.22,39.2588858,−123.7591643,682.0,60.18886241284971
95457,"383,116,594","8,112,051",147.922,3.132,38.9240363,−122.5490825,3061.0,20.693338381038657
95458,"90,358,643","36,746,376",34.888,14.188,39.1090084,−122.7776345,2825.0,80.97340059619354
95459,"153,681,700","152,972",59.337,0.059,38.9766284,−123.6048542,838.0,14.122722753088292
95460,"89,561,638","2,921,013",34.58,1.128,39.305245,−123.7486159,2106.0,60.902255639097746
95461,"315,651,730","2,199,772",121.874,0.849,38.7540062,−122.5521097,2714.0,22.268900667902916
95462,"9,364,823","335,009",3.616,0.129,38.473361,−123.0215408,1224.0,338.49557522123894
95463,"18,726,292",0,7.23,0.0,39.1895599,−123.5805909,109.0,15.076071922544951
95464,"6,570,048","12,228",2.537,0.005,39.1262459,−122.8470753,2715.0,1070.16160819866
95465,"124,522,911","754,153",48.079,0.291,38.4173423,−123.0460122,1908.0,39.684685621581146
95466,"266,252,803","105,252",102.801,0.041,39.0569236,−123.5056514,943.0,9.173062518847093
95467,"19,051,728","374,389",7.356,0.145,38.8129545,−122.5480991,5909.0,803.2898314301251
95468,"157,185,150","7,620,255",60.69,2.942,38.9188868,−123.6056836,1369.0,22.557258197396607
95469,"478,069,430","8,601,733",184.584,3.321,39.3989363,−123.0752527,1499.0,8.120963897195857
95470,"180,166,311","464,910",69.563,0.18,39.2990232,−123.2392430,5359.0,77.03808058881877
95471,"9,191,496",0,3.549,0.0,38.5322243,−122.9735896,569.0,160.32685263454493
95472,"181,982,909","105,888",70.264,0.041,38.3988146,−122.8619227,29690.0,422.54924285551635
95476,"278,777,495","1,303,128",107.637,0.503,38.2558418,−122.4609085,37150.0,345.1415405483245
95482,"761,855,100","8,437,576",294.154,3.258,39.1368043,−123.2610887,31714.0,107.81427415571436
95485,"225,288,493","2,223,421",86.984,0.858,39.2084696,−122.9257200,2804.0,32.23581348293939
95486,"50,165",0,0.019,0.0,38.4741368,−123.0242032,44.0,2315.7894736842104
95488,"158,872,654","303,079",61.341,0.117,39.7271773,−123.7891737,192.0,3.1300435271677998
95490,"1,114,002,106","884,652",430.119,0.342,39.4793198,−123.3481599,13731.0,31.923723434677377
95492,"51,249,449","44,081",19.788,0.017,38.530486,−122.8118351,29502.0,1490.9035779260157
95493,"20,349,404","65,612",7.857,0.025,39.2223231,−122.9854884,99.0,12.600229095074456
95494,"322,846,427",0,124.652,0.0,38.8964475,−123.3431830,181.0,1.4520424862818087
95497,"39,461,913","277,559",15.236,0.107,38.7252743,−123.4583140,1156.0,75.87293252822263
95501,"19,007,483","11,393,659",7.339,4.399,40.8020101,−124.1448237,23948.0,3263.114865785529
95503,"216,830,321","2,258,734",83.719,0.872,40.7384033,−124.1078148,24631.0,294.2103942952018
95511,"106,874,377","562,016",41.264,0.217,40.1660276,−123.5841439,138.0,3.344319503683598
95514,"266,393,327","314,644",102.855,0.121,40.2867412,−123.6622864,109.0,1.059744300228477
95519,"139,255,870","923,649",53.767,0.357,40.9630053,−124.0525012,18831.0,350.2334145479569
95521,"156,342,598","28,879,796",60.364,11.151,40.8433563,−124.0453337,21193.0,351.08674044132266
95524,"21,035,163","10,550",8.122,0.004,40.8208354,−124.0500216,1764.0,217.1878847574489
95525,"240,133,350","317,567",92.716,0.123,40.9537818,−123.8244384,1403.0,15.132231761508264
95526,"326,763,083","450,501",126.164,0.174,40.4615284,−123.6764866,210.0,1.6645001743762087
95527,"372,169,789","3,143",143.696,0.001,40.9509167,−123.4211207,437.0,3.0411424117581562
95528,"227,613,093","408,577",87.882,0.158,40.4969858,−123.9308113,1745.0,19.856170774447552
95531,"490,488,119","15,516,249",189.379,5.991,41.8626676,−124.1305424,24052.0,127.0045781211222
95536,"421,502,887","3,288,713",162.743,1.27,40.5012414,−124.2099284,3081.0,18.931689842266643
95537,"772,565","6,276,618",0.298,2.423,40.7271521,−124.2191769,577.0,1936.241610738255
95540,"88,111,793","1,342,981",34.02,0.519,40.5667868,−124.1259758,14316.0,420.8112874779541
95542,"568,591,072","576,334",219.534,0.223,40.0932543,−123.7598313,2262.0,10.30364317144497
95543,"365,819,539","651,144",141.244,0.251,41.8888356,−123.8027659,629.0,4.453286511285435
95545,"352,151,326",0,135.966,0.0,40.2615508,−124.0861340,110.0,0.8090257858582293
95546,"226,556,188","3,597,121",87.474,1.389,41.1859947,−123.7314939,3507.0,40.091913025584745
95547,"26,920,182",0,10.394,0.0,40.5694635,−124.0775035,1051.0,101.11602847796806
95548,"144,632,533","4,293,123",55.843,1.658,41.589864,−124.0606898,1123.0,20.109951112941637
95549,"359,410,710","228,571",138.769,0.088,40.6666759,−123.9083825,1088.0,7.840367805489699
95550,"351,586,992","552,379",135.749,0.213,40.7811199,−123.8359736,172.0,1.2670443244517455
95551,"109,794,551","20,299,160",42.392,7.838,40.6749872,−124.2311460,1601.0,37.76655972825061
95552,"354,540,304","4,437,899",136.889,1.713,40.3444194,−123.4172167,699.0,5.106327024085207
95553,"181,709,917","413,237",70.159,0.16,40.2311522,−123.8685969,783.0,11.160364315340868
95554,"84,606,248","631,307",32.667,0.244,40.2963843,−123.7771381,419.0,12.826399730614993
95555,"288,141,621","12,439,129",111.252,4.803,41.3025508,−123.9776369,390.0,3.5055549563153923
95556,"434,709,116","2,206,362",167.842,0.852,41.3077173,−123.5874151,910.0,5.421765708225593
95558,"436,271,454","762,614",168.445,0.294,40.3375803,−124.2611775,409.0,2.4280922556324023
95559,"47,656,744","87,516",18.4,0.034,40.1902812,−123.7482968,102.0,5.543478260869565
95560,"43,226,874","148,782",16.69,0.057,40.1427275,−123.8388194,1534.0,91.91132414619533
95562,"42,858,568","856,910",16.548,0.331,40.4412005,−124.1004154,3412.0,206.18805897993718
95563,"171,130,355","168,595",66.074,0.065,40.8942513,−123.5640598,591.0,8.94451675394255
95564,"8,669,498","3,968,930",3.347,1.532,40.7908802,−124.2047484,465.0,138.9303854197789
95565,"87,245,544","1,724,385",33.686,0.666,40.455186,−124.0151981,662.0,19.652080983197767
95567,"161,881,042","1,447,386",62.503,0.559,41.9506833,−124.0970936,1888.0,30.206550085595893
95568,"251,236,020","2,751,586",97.003,1.062,41.4848574,−123.4914867,211.0,2.175190458027071
95569,"141,948,280","1,240,555",54.807,0.479,40.3613643,−123.8621224,244.0,4.451986060174795
95570,"135,667,245","11,954,844",52.381,4.616,41.1137525,−124.0826397,2599.0,49.61722762070216
95571,"17,039,072","117,818",6.579,0.045,40.365541,−123.9442803,124.0,18.847849217206264
95573,"310,762,053","1,808,724",119.986,0.698,40.9149256,−123.6687235,1285.0,10.70958278465821
95585,"151,867,391",0,58.636,0.0,39.8587165,−123.6661661,420.0,7.1628351183573225
95587,"49,576,598",0,19.142,0.0,39.9696842,−123.7553699,62.0,3.238950997805872
95589,"395,735,572",0,152.794,0.0,40.061443,−123.9797970,1140.0,7.461025956516616
95595,"1,431,651,802","126,770",552.764,0.049,40.0875652,−123.1534981,160.0,0.28945445072399795
95601,"5,342,393","85,393",2.063,0.033,38.4248647,−120.8302776,136.0,65.92341250605914
95602,"128,661,552","1,697,049",49.677,0.655,38.9914911,−121.1035441,18588.0,374.1771846125974
95603,"92,627,413","1,708,031",35.764,0.659,38.911346,−121.0857601,29930.0,836.8750699026954
95604,"129,285",0,0.05,0.0,39.2385257,−120.0714311,62.0,1240.0
95605,"10,098,951","434,269",3.899,0.168,38.5935212,−121.5398670,14468.0,3710.6950500128237
95606,"96,829,493",0,37.386,0.0,38.7564122,−122.1932706,303.0,8.104638099823463
95607,"343,068,594","550,951",132.46,0.213,38.8306164,−122.1260372,303.0,2.2874830137399966
95608,"34,260,411","602,793",13.228,0.233,38.6269352,−121.3311908,62330.0,4711.974599334744
95610,"20,534,076",0,7.928,0.0,38.6949226,−121.2722073,46924.0,5918.768920282543
95612,"164,742,638","9,151,120",63.607,3.533,38.3847062,−121.5787214,1465.0,23.032056220227332
