Zipcode,Land Area sq meters,Water Area sq meters,Land Area sq miles,Water Area sq miles,Latitude,Longitude,Population,Population Density per sq mile
92618,"53,592,089",0,20.692,0.0,33.6673066,−117.7335801,54509.0,2634.3031123139376
92620,"15,307,083",0,5.91,0.0,33.7066009,−117.7569481,48360.0,8182.741116751269
92624,"3,891,585","2,340,792",1.503,0.904,33.4566486,−117.6668085,6376.0,4242.182302062542
92625,"6,625,815","908,602",2.558,0.351,33.601966,−117.8642535,13149.0,5140.34401876466
92626,"25,132,272","14,888",9.704,0.006,33.6795911,−117.9085308,50978.0,5253.297609233306
92627,"16,570,421","9,666",6.398,0.004,33.6481119,−117.9212030,62437.0,9758.830884651454
92629,"13,103,804","3,032,515",5.059,1.171,33.4750606,−117.7056302,27023.0,5341.569480134413
92630,"27,292,347","202,929",10.538,0.078,33.6449291,−117.6843122,60804.0,5769.975327386601
92637,"7,678,662","8,846",2.965,0.003,33.6082288,−117.7260987,16034.0,5407.757166947724
92646,"20,850,754","711,094",8.051,0.275,33.6610291,−117.9679484,56568.0,7026.20792448143
92647,"19,518,593","46,609",7.536,0.018,33.7232276,−118.0086922,61476.0,8157.643312101911
92648,"20,808,777","6,275,485",8.034,2.423,33.6790445,−118.0130105,45328.0,5642.0214090117
92649,"14,609,508","2,023,746",5.641,0.781,33.7202415,−118.0453833,35856.0,6356.319801453643
92651,"57,122,661","7,243,869",22.055,2.797,33.5714801,−117.7728894,23732.0,1076.0371797778282
92653,"17,940,713","64,064",6.927,0.025,33.5940116,−117.7007341,30080.0,4342.428179587123
92655,"2,337,583",0,0.903,0.0,33.7460289,−117.9876019,8730.0,9667.774086378737
92656,"20,715,602",0,7.998,0.0,33.5752015,−117.7303522,51940.0,6494.123530882721
92657,"21,494,836","1,549,909",8.299,0.598,33.5950576,−117.8291306,8988.0,1083.0220508495
92660,"24,899,647","2,908,036",9.614,1.123,33.6346259,−117.8748825,35409.0,3683.066361556064
92661,"1,679,631","3,132,323",0.649,1.209,33.6035935,−117.9126723,3825.0,5893.682588597842
92662,"539,404","498,444",0.208,0.192,33.605086,−117.8923185,2710.0,13028.846153846154
92663,"8,523,400","3,485,536",3.291,1.346,33.6252036,−117.9287666,22721.0,6903.980553023397
92672,"92,108,428","2,049,819",35.563,0.791,33.3729358,−117.5209627,34659.0,974.5803222450298
92673,"26,689,348","27,169",10.305,0.01,33.4669078,−117.6140160,30634.0,2972.7316836487144
92675,"34,670,210",0,13.386,0.0,33.4997737,−117.6537035,39827.0,2975.2726729418796
92676,"179,868,465","1,885,725",69.448,0.728,33.7494876,−117.6163863,2033.0,29.273701186499252
92677,"42,595,789","133,550",16.446,0.052,33.5286538,−117.7012525,65508.0,3983.2178037212693
92678,"98,797,386","13,484",38.146,0.005,33.6518163,−117.5071044,555.0,14.549362973837361
92679,"65,202,073","60,610",25.175,0.023,33.6494382,−117.5614050,32784.0,1302.2442899702085
92683,"25,178,176",0,9.721,0.0,33.7524276,−117.9938698,90833.0,9343.997531118197
92688,"34,240,166","49,350",13.22,0.019,33.6187295,−117.6107995,44586.0,3372.6172465960663
92691,"22,732,647","110,252",8.777,0.043,33.6119451,−117.6658668,50033.0,5700.467129998861
92692,"22,259,194","909,266",8.594,0.351,33.6121754,−117.6404517,47548.0,5532.697230626019
92694,"104,000,772",0,40.155,0.0,33.5150098,−117.5806134,26679.0,664.400448262981
92701,"8,351,657",0,3.225,0.0,33.7486219,−117.8587143,54796.0,16991.007751937985
92703,"10,986,570",0,4.242,0.0,33.7485203,−117.9061618,66428.0,15659.594530881659
92704,"19,184,264","62,530",7.407,0.024,33.7211311,−117.9051096,85935.0,11601.863102470636
92705,"30,526,595","184,104",11.786,0.071,33.7660065,−117.7867627,47044.0,3991.515357203462
92706,"9,169,091",0,3.54,0.0,33.7660024,−117.8816932,39080.0,11039.54802259887
92707,"13,532,660","17,402",5.225,0.007,33.709935,−117.8704307,62698.0,11999.617224880383
92708,"23,575,286","33,638",9.102,0.013,33.7105823,−117.9511290,56811.0,6241.595253790376
92780,"16,250,252",0,6.274,0.0,33.736808,−117.8196781,58654.0,9348.740835192859
92782,"13,389,902",0,5.17,0.0,33.7283774,−117.7974725,23166.0,4480.851063829788
92801,"16,294,286","66,561",6.291,0.026,33.8449834,−117.9521510,65757.0,10452.551263710062
92802,"11,791,781",0,4.553,0.0,33.8083143,−117.9236894,44013.0,9666.813090270152
92804,"18,453,478",0,7.125,0.0,33.8180099,−117.9751929,88173.0,12375.157894736842
92805,"16,123,282",0,6.225,0.0,33.830053,−117.9056831,74557.0,11977.0281124498
92806,"19,900,166","801,180",7.683,0.309,33.8379605,−117.8704945,40216.0,5234.413640505011
92807,"28,360,912","699,284",10.95,0.27,33.848733,−117.7883568,36057.0,3292.8767123287676
92808,"12,950,214",0,5.0,0.0,33.8562467,−117.7402317,21787.0,4357.4
92821,"36,605,679","67,872",14.134,0.026,33.9319433,−117.8549423,39140.0,2769.208999575492
92823,"19,311,128","36,927",7.456,0.014,33.928535,−117.7960745,4996.0,670.0643776824033
92831,"15,407,584",0,5.949,0.0,33.8795102,−117.8960355,36211.0,6086.905362245756
92832,"7,498,561",0,2.895,0.0,33.8687719,−117.9290932,25887.0,8941.968911917098
92833,"19,859,068",0,7.668,0.0,33.8805093,−117.9611323,52537.0,6851.460615545123
92835,"14,818,035","32,825",5.721,0.013,33.900573,−117.9146673,26115.0,4564.761405348715
92840,"13,350,602","31,066",5.155,0.012,33.7871648,−117.9318894,54315.0,10536.372453928225
92841,"11,809,063",0,4.56,0.0,33.7868327,−117.9820405,33990.0,7453.947368421053
92843,"10,256,580",0,3.96,0.0,33.7639633,−117.9315377,47823.0,12076.515151515152
92844,"5,437,594",0,2.099,0.0,33.7655987,−117.9695064,22686.0,10808.00381133873
92845,"5,770,451",0,2.228,0.0,33.7829069,−118.0263729,15490.0,6952.4236983842
92860,"36,588,326","853,061",14.127,0.329,33.9255061,−117.5477035,27219.0,1926.7360373752388
92861,"5,414,805",237,2.091,0.0,33.8179855,−117.8112928,5886.0,2814.921090387374
92865,"9,915,770","1,295",3.829,0.001,33.8263928,−117.8513073,21003.0,5485.2441890833115
92866,"4,937,297",0,1.906,0.0,33.7845375,−117.8447915,15428.0,8094.438614900315
92867,"31,086,603",965,12.003,0.0,33.8156666,−117.7991625,44437.0,3702.1577938848623
92868,"8,907,947",0,3.439,0.0,33.7879671,−117.8763428,26549.0,7719.97673742367
92869,"34,892,216","498,396",13.472,0.192,33.7954788,−117.7649429,36259.0,2691.434085510689
92870,"17,427,777","37,381",6.729,0.014,33.8811581,−117.8547827,53194.0,7905.186506167335
92879,"25,452,826","25,336",9.827,0.01,33.8826137,−117.5282048,49481.0,5035.2091177368475
92880,"67,796,538","1,439,983",26.176,0.556,33.9253898,−117.6072536,72614.0,2774.067848410758
92881,"84,056,500","558,502",32.454,0.216,33.8238798,−117.5700257,32694.0,1007.3950822702902
92882,"30,425,246","23,643",11.747,0.009,33.8628742,−117.6000923,74742.0,6362.645781901762
92883,"146,203,379","92,242",56.449,0.036,33.7580098,−117.4802585,36608.0,648.5145883895198
92886,"33,576,768","52,602",12.964,0.02,33.8954111,−117.8008294,51312.0,3958.0376427028696
92887,"29,228,895",0,11.285,0.0,33.8872798,−117.7339277,19362.0,1715.7288435976961
93001,"250,125,064","19,129,954",96.574,7.386,34.3623765,−119.3512684,31729.0,328.54598546192557
93003,"53,832,749","242,915",20.785,0.094,34.2836678,−119.2231961,51461.0,2475.872023093577
93004,"18,205,301","687,794",7.029,0.266,34.278191,−119.1645582,31283.0,4450.561957604211
93010,"56,908,304","42,884",21.972,0.017,34.2278878,−119.0795529,46434.0,2113.3260513380665
93012,"129,856,111","723,082",50.138,0.279,34.2033938,−118.9914418,35726.0,712.5533527464199
93013,"107,177,182","638,663",41.381,0.247,34.4401328,−119.5033056,17021.0,411.3240376017979
93015,"240,320,005","1,208,002",92.788,0.466,34.4088728,−118.8702018,18182.0,195.95206276673707
93021,"123,779,317","628,163",47.791,0.243,34.305181,−118.8839285,38235.0,800.0460337720492
93022,"8,130,252",0,3.139,0.0,34.4032764,−119.2983551,6607.0,2104.8104491876397
93023,"691,185,297","663,222",266.868,0.256,34.5090947,−119.2519103,21011.0,78.73180748534857
93030,"36,552,014",0,14.113,0.0,34.2050972,−119.1753202,59844.0,4240.345780486076
93033,"83,385,907","361,548",32.195,0.14,34.1600933,−119.1358009,84902.0,2637.117564839261
93035,"13,024,494","3,367,092",5.029,1.3,34.186287,−119.2288853,28426.0,5652.415987273812
93036,"46,099,392","2,565,478",17.799,0.991,34.2481409,−119.1534542,47126.0,2647.6768357772908
93040,"963,783,724","5,147,592",372.119,1.987,34.602043,−119.0197918,1822.0,4.896283178230619
93041,"15,225,512","1,406,908",5.879,0.543,34.1631887,−119.1866768,24102.0,4099.676815784997
93042,"71,346,631","12,163,574",27.547,4.696,33.2556547,−119.5035884,124.0,4.501397611355139
93043,"1,282,932",0,0.495,0.0,34.1701614,−119.2029293,82.0,165.65656565656565
93060,"239,435,430","1,832,925",92.447,0.708,34.3720307,−119.0966947,33799.0,365.60407584886474
93063,"93,671,077","391,394",36.167,0.151,34.3080482,−118.6869695,56259.0,1555.5340503774157
93064,"17,131,449",0,6.614,0.0,34.2452721,−118.6998492,0.0,0.0
93065,"77,187,373","1,527,427",29.802,0.59,34.2623877,−118.7722194,71906.0,2412.791087846453
93066,"108,995,106",996,42.083,0.0,34.2976989,−119.0145578,2925.0,69.50550103367155
93067,"1,504,039",0,0.581,0.0,34.4231005,−119.5961550,369.0,635.1118760757315
93101,"8,294,077",0,3.202,0.0,34.4192588,−119.7080491,32650.0,10196.752029981262
93103,"14,228,904","347,912",5.494,0.134,34.437367,−119.6792840,20542.0,3738.9879868947946
93105,"361,998,689","1,782,662",139.768,0.688,34.5290403,−119.7678947,26933.0,192.69789937610898
93108,"72,143,659","261,254",27.855,0.101,34.4489735,−119.6054267,10451.0,375.19296356129956
93109,"8,864,657","1,008,828",3.423,0.39,34.4064082,−119.7269275,11289.0,3297.9842243645926
93110,"20,938,085","316,499",8.084,0.122,34.4395004,−119.7678272,15777.0,1951.6328550222663
93111,"21,069,714","322,505",8.135,0.125,34.4491845,−119.8047820,18468.0,2270.1905347264906
93117,"435,322,677","4,965,321",168.079,1.917,34.4794531,−120.0840941,59298.0,352.79838647302756
93201,"185,797,390","28,350",71.737,0.011,35.8568588,−119.5075255,1251.0,17.43869969471821
93202,"3,979,591",0,1.537,0.0,36.3186861,−119.7075200,4236.0,2756.0182173064413
93203,"445,544,376","175,898",172.026,0.068,35.119995,−118.8458994,22546.0,131.06158371408972
93204,"182,895,011","584,831",70.616,0.226,35.9132028,−120.0821377,13033.0,184.56157244817038
93205,"60,106,349","47,323",23.207,0.018,35.5734164,−118.4864408,2164.0,93.24772697892877
93206,"424,368,397","564,556",163.85,0.218,35.4439125,−119.4791356,1741.0,10.625572169667379
93207,"135,692,710","1,961",52.391,0.001,35.8952939,−118.5956271,216.0,4.122845526903476
93208,"19,957,004",0,7.705,0.0,36.1297775,−118.6397774,110.0,14.276443867618429
93210,"2,008,217,843","575,866",775.377,0.222,36.1674637,−120.4385560,18339.0,23.651720388920488
93212,"306,997,746","501,549",118.532,0.194,36.0142256,−119.5629851,22596.0,190.63206560253772
93215,"376,772,744","1,779,052",145.473,0.687,35.7794645,−119.1919347,55648.0,382.5314663202106
93218,"170,027,112","36,084",65.648,0.014,35.8571408,−119.0449304,827.0,12.597489641725568
93219,"266,575,588","266,703",102.925,0.103,35.8882375,−119.2949573,10998.0,106.85450570803984
93220,"71,072,360","1,428",27.441,0.001,35.378735,−118.7818450,45.0,1.639881928501148
93221,"342,046,905",0,132.065,0.0,36.2963943,−119.0299352,14596.0,110.5213341914966
93222,"281,039,737","17,200",108.51,0.007,34.8862449,−119.2204359,1812.0,16.698921758363284
93223,"8,036,387",0,3.103,0.0,36.3011122,−119.2078750,10842.0,3494.0380277151144
93224,"92,187,006",0,35.594,0.0,35.255235,−119.6252258,364.0,10.226442658875092
93225,"290,198,583","114,957",112.046,0.044,34.7866072,−119.0298493,5538.0,49.42612855434375
93226,"196,723,123","170,980",75.955,0.066,35.7356519,−118.7383731,82.0,1.0795865973273648
93230,"668,379,794","189,281",258.063,0.073,36.2922297,−119.6226759,68896.0,266.9735684697148
93234,"349,526,579",0,134.953,0.0,36.1960921,−120.0848069,7258.0,53.781686957681565
93235,"10,745,408",0,4.149,0.0,36.385067,−119.2231243,4561.0,1099.301036394312
93238,"283,904,103","18,065,273",109.616,6.975,35.8507724,−118.4977096,810.0,7.389432199678879
93239,"150,680,747",0,58.178,0.0,36.0327691,−119.9864092,1785.0,30.68170098662725
93240,"150,094,373","14,637,686",57.952,5.652,35.6175465,−118.4522853,6096.0,105.19050248481503
93241,"13,074,916","11,548",5.048,0.004,35.2452601,−118.9052798,16988.0,3365.2931854199683
93242,"105,443,991",0,40.712,0.0,36.4411371,−119.7302784,3455.0,84.86441344075456
93243,"423,222,154","2,541,418",163.407,0.981,34.8399838,−118.8149458,1513.0,9.259089267901619
93244,"20,332,757","3,128,281",7.851,1.208,36.38634,−118.9897151,326.0,41.5233728187492
93245,"307,929,481",0,118.892,0.0,36.2861045,−119.8340541,38275.0,321.9308279783333
93247,"170,387,306","23,777",65.787,0.009,36.2017347,−119.0834779,17334.0,263.48670710018695
93249,"526,401,134","1,369,104",203.245,0.529,35.621697,−119.8877470,1959.0,9.638613496026963
93250,"231,995,306","42,672",89.574,0.016,35.669076,−119.2019692,14689.0,163.9873177484538
93251,"277,551,116",0,107.163,0.0,35.3706028,−119.6973400,237.0,2.2115842221662327
93252,"1,156,539,478","15,766,614",446.542,6.088,34.8028829,−119.3592674,3180.0,7.121390597077095
93254,"520,380,968","4,755,822",200.92,1.836,34.9462184,−119.8028365,757.0,3.767668723870197
93255,"616,305,033","120,128",237.957,0.046,35.6773299,−118.1014170,854.0,3.588883705879634
93256,"193,294,489","56,590",74.631,0.022,35.9717308,−119.3135106,5811.0,77.86308638501427
93257,"981,271,681","10,922,678",378.871,4.217,35.9808583,−118.8893149,75483.0,199.23140066143887
93258,"2,526,018",0,0.975,0.0,36.0583321,−119.1520938,1366.0,1401.025641025641
93260,"96,411,527",0,37.225,0.0,35.8190859,−118.6611890,244.0,6.554734721289456
93261,"14,958,443",0,5.775,0.0,35.8114805,−119.1167378,2179.0,377.3160173160173
93262,"679,700,716","1,959,988",262.434,0.757,36.4369886,−118.6715330,45.0,0.17147168430919774
93263,"238,917,970",0,92.247,0.0,35.4872475,−119.2783243,21854.0,236.90743330406409
93265,"1,009,261,523","470,059",389.678,0.181,36.217713,−118.6936058,3230.0,8.288894933765826
93266,"153,617,338",0,59.312,0.0,36.1717293,−119.8563037,1086.0,18.309954140814675
93267,"159,872,975","33,920",61.727,0.013,36.1436233,−119.0738770,6325.0,102.46731576133621
93268,"176,430,146","383,431",68.12,0.148,35.1675671,−119.4100170,18389.0,269.95008807985903
93270,"174,658,239","50,599",67.436,0.02,35.9424478,−119.0583495,5538.0,82.12230855922651
93271,"394,749,439","4,473,103",152.414,1.727,36.440041,−118.8802803,2699.0,17.70834700224389
93272,"217,495,903","13,713",83.976,0.005,36.0473536,−119.3444282,4925.0,58.64770886920073
93274,"567,831,665","1,457,938",219.241,0.563,36.1779345,−119.3799754,75068.0,342.39945995502666
93276,"11,046,482",0,4.265,0.0,35.3175973,−119.4093065,134.0,31.41852286049238
93277,"102,118,133","292,710",39.428,0.113,36.301334,−119.3725855,53114.0,1347.1137262858883
93280,"818,381,366","98,499",315.979,0.038,35.6522418,−119.4463996,28394.0,89.86040211533046
93283,"676,274,740","2,532,610",261.111,0.978,35.5920994,−118.2976983,2216.0,8.486812122047711
93285,"140,889,906","404,261",54.398,0.156,35.7491267,−118.4934009,2009.0,36.93150483473657
93286,"187,994,211","1,309,638",72.585,0.506,36.4627099,−119.0932419,10466.0,144.18957084797137
93287,"185,924,309","57,345",71.786,0.022,35.723801,−118.9206618,75.0,1.0447719611066224
93291,"218,069,768","368,838",84.197,0.142,36.391777,−119.3728419,58394.0,693.5401498865755
93292,"297,188,459",0,114.745,0.0,36.366243,−119.2116355,42769.0,372.7308379450085
93301,"11,099,286","344,727",4.285,0.133,35.3843365,−119.0205616,12624.0,2946.0910151691946
93304,"19,356,970",0,7.474,0.0,35.3394391,−119.0236548,46922.0,6278.030505753278
93305,"14,984,608",0,5.786,0.0,35.3898752,−118.9851805,38682.0,6685.447632215693
93306,"252,116,719","1,552,574",97.343,0.599,35.4681926,−118.7797512,74296.0,763.2392673330388
93307,"365,742,195","722,651",141.214,0.279,35.2451202,−118.9410999,86273.0,610.9380089792796
93308,"892,506,814","1,658,786",344.599,0.64,35.5474931,−118.9468676,55211.0,160.21810858418047
93309,"27,069,611","398,549",10.452,0.154,35.3430463,−119.0650400,58709.0,5617.011098354382
93311,"551,444,704","2,255,271",212.914,0.871,35.1537293,−119.1683616,46618.0,218.95225302234707
93312,"36,704,372",0,14.172,0.0,35.3918445,−119.1195484,59200.0,4177.2509173017215
93313,"260,452,907","183,787",100.561,0.071,35.1654492,−119.0435141,57200.0,568.8089816131502
93314,"230,346,925","1,091,932",88.937,0.422,35.3938657,−119.2448456,30805.0,346.3687778989622
93401,"166,207,435","50,406",64.173,0.019,35.2358708,−120.6159143,28751.0,448.0233119847911
93402,"71,865,630","7,546,095",27.747,2.914,35.2952317,−120.8354679,16198.0,583.7748225033337
93405,"232,370,107","441,412",89.719,0.17,35.3004652,−120.7348428,36285.0,404.4293850800834
93410,"1,129,563",0,0.436,0.0,35.304456,−120.6569384,0.0,0.0
93420,"511,339,679","2,982,673",197.429,1.152,35.1760107,−120.4767570,29915.0,151.52282592729537
93422,"178,175,790","167,233",68.794,0.065,35.465349,−120.6894388,34005.0,494.30182864784723
93424,"52,124,699","4,728,646",20.125,1.826,35.1986172,−120.7860676,955.0,47.453416149068325
93426,"561,417,875","40,416,575",216.765,15.605,35.8401388,−120.9751859,1717.0,7.921020459945102
93427,"179,943,856","55,316",69.477,0.021,34.6429587,−120.2391256,6195.0,89.16619888596226
93428,"200,155,798","5,071,270",77.281,1.958,35.5849995,−121.0414745,5758.0,74.50731745189633
93429,"17,874,173","60,573",6.901,0.023,34.8676617,−120.5399041,88.0,12.751775105057238
93430,"185,815,361","12,013,165",71.744,4.638,35.4847673,−120.9441728,2681.0,37.36897859054416
93432,"218,945,573","741,518",84.535,0.286,35.4785202,−120.4814349,1112.0,13.15431478086
93433,"5,605,475","126,995",2.164,0.049,35.1208877,−120.6196642,13481.0,6229.667282809612
93434,"59,066,121","1,465,930",22.806,0.566,34.9402685,−120.6200700,7654.0,335.61343506094886
93436,"590,624,217","2,074,808",228.041,0.801,34.5999257,−120.3765318,55727.0,244.3727224490333
93437,"128,488,317","273,082",49.61,0.105,34.7606439,−120.5088770,3646.0,73.4932473291675
93440,"114,192,177","99,822",44.09,0.039,34.7686308,−120.2582595,1355.0,30.732592424586073
93441,"100,020,231","85,707",38.618,0.033,34.7331259,−120.0949687,861.0,22.295302708581488
93442,"115,402,977","2,658,854",44.557,1.027,35.4013978,−120.7999355,10955.0,245.86484727427788
93444,"169,379,151","2,583,191",65.398,0.997,35.0359128,−120.5025621,22383.0,342.25817303281445
93445,"44,084,686","3,236,727",17.021,1.25,35.0440754,−120.6207066,7327.0,430.468245108983
93446,"1,109,390,020","9,361,039",428.338,3.614,35.6590681,−120.7175839,44960.0,104.96383696986959
93449,"25,659,591","1,839,758",9.907,0.71,35.1609345,−120.6533416,8042.0,811.7492681942061
93450,"468,087,033","3,065,165",180.729,1.183,36.0854229,−120.8185220,856.0,4.736373243917688
93451,"1,158,302,724","455,217",447.223,0.176,35.9325407,−120.5608608,4233.0,9.465076706698895
93452,"295,662,774","17,844,628",114.156,6.89,35.7464854,−121.2233480,550.0,4.817968394127334
93453,"1,790,674,756","4,005,472",691.383,1.547,35.2413452,−120.2192676,2414.0,3.4915524390967088
93454,"1,083,353,419","9,729,254",418.285,3.756,34.9230125,−120.2594631,40600.0,97.06300727972554
93455,"306,465,106","864,811",118.327,0.334,34.8483142,−120.4828831,45246.0,382.38102884379725
93458,"73,599,585","835,838",28.417,0.323,34.953245,−120.4921190,56572.0,1990.7801668015622
93460,"569,974,655","126,912",220.068,0.049,34.6733168,−119.7436158,6023.0,27.36881327589654
93461,"762,000,417","2,396,095",294.21,0.925,35.6333396,−120.2683905,1437.0,4.884266340369124
93463,"87,798,123","429,947",33.899,0.166,34.6064223,−120.1354308,7846.0,231.4522552287678
93465,"219,208,208","13,838",84.637,0.005,35.5427158,−120.7337956,9465.0,111.830523293595
93501,"575,003,027","269,612",222.01,0.104,35.0657979,−118.2217816,4798.0,21.611639115355164
93505,"168,400,215","113,165",65.02,0.044,35.1089575,−117.9564610,13993.0,215.21070439864658
93510,"207,399,594","35,388",80.077,0.014,34.4509057,−118.2276141,7433.0,92.82315771070346
93512,"261,131,756","282,270",100.824,0.109,37.8918665,−118.5545694,244.0,2.4200587161786875
93513,"1,027,602,246","3,966,284",396.759,1.531,37.0361398,−118.3356711,1461.0,3.682336128481017
93514,"2,608,371,530","12,221,252",1007.098,4.719,37.4921149,−118.3904081,14423.0,14.321347078437253
93516,"73,997,241",0,28.57,0.0,35.0081317,−117.6425627,2406.0,84.21421071053553
93517,"873,938,772","15,089,203",337.43,5.826,38.2780771,−119.2748086,627.0,1.858163174584358
93518,"839,955,682","221,945",324.309,0.086,35.3851106,−118.4911682,833.0,2.5685380300885883
93519,"355,622,181","648,704",137.306,0.25,35.3142046,−117.9607284,0.0,0.0
93522,"127,150,402","94,748",49.093,0.037,36.3162976,−117.5923332,90.0,1.8332552502393415
93523,"98,036,472","1,729",37.852,0.001,34.9952918,−117.8839901,3681.0,97.24717320088767
93524,"187,627,830","1,490,456",72.444,0.575,34.9080209,−117.8278171,164.0,2.263817569432941
93526,"138,612,139","73,882",53.518,0.029,36.857125,−118.2581451,767.0,14.331626742404424
93527,"907,059,313","682,150",350.218,0.263,35.9229319,−118.0789360,1690.0,4.825565790450519
93528,"6,354,495",0,2.453,0.0,35.3718756,−117.6418025,48.0,19.567876070118224
93529,"194,081,627","11,074,785",74.935,4.276,37.7777065,−119.1881016,413.0,5.511443250817375
93530,"2,987,188","393,370",1.153,0.152,36.4938575,−117.8903888,6.0,5.203816131830009
93531,"50,486,942","18,908",19.493,0.007,35.2317801,−118.6130668,371.0,19.032473195506082
93532,"316,062,039","1,089,641",122.032,0.421,34.6898481,−118.5336886,2637.0,21.609086141339976
93534,"49,097,633","929,505",18.957,0.359,34.7176596,−118.1523203,39798.0,2099.3828137363507
93535,"618,967,557","216,502",238.985,0.084,34.6983916,−117.8899453,74944.0,313.59290332029207
93536,"658,777,761","2,244,232",254.356,0.867,34.7376703,−118.3874244,68575.0,269.60244696409757
93541,"821,955,407","157,962,093",317.359,60.99,38.0186456,−119.0597265,266.0,0.8381675011579947
93543,"175,312,982","701,900",67.689,0.271,34.4752779,−117.9695989,14605.0,215.7662249405369
93544,"297,760,176","589,749",114.966,0.228,34.4882058,−117.7566102,1086.0,9.44627107144721
93545,"1,012,997,769","3,628,673",391.121,1.401,36.6105415,−118.0262815,1522.0,3.89137888274984
93546,"609,552,944","22,585,199",235.35,8.72,37.5491262,−118.8398144,9750.0,41.427660930529
93549,"1,280,714,042","21,897,528",494.486,8.455,36.2927258,−117.8653525,273.0,0.5520884312194886
93550,"671,464,956","2,181,573",259.254,0.842,34.4103344,−118.0599568,75617.0,291.6714881930462
93551,"219,516,310","489,069",84.756,0.189,34.5896182,−118.2273807,50978.0,601.4677426966822
93552,"99,558,932","842,078",38.44,0.325,34.5835229,−118.0273432,39776.0,1034.7554630593133
93553,"148,137,021","289,008",57.196,0.112,34.4452393,−117.8948676,1513.0,26.452898804112177
93554,"349,828,757","135,465",135.07,0.052,35.3692181,−117.7591260,99.0,0.7329532834826387
93555,"202,245,944","1,952,171",78.088,0.754,35.5823838,−117.6835971,33925.0,434.44575350886186
93558,"104,699,505",0,40.425,0.0,35.3394535,−117.5851329,17.0,0.4205318491032777
93560,"434,947,543","688,480",167.934,0.266,34.8787816,−118.3183261,20988.0,124.97766979884955
93561,"781,715,841","732,805",301.822,0.283,35.0986663,−118.5167064,35133.0,116.40304550364122
93562,"231,804,782","9,176,805",89.5,3.543,35.7012209,−117.3075439,1757.0,19.631284916201118
93563,"97,937,096","16,791",37.814,0.006,34.3709218,−117.8133633,419.0,11.080552176442588
93591,"192,498,077","278,174",74.324,0.107,34.5978614,−117.8155726,6557.0,88.22183951348151
93601,"102,614,146","50,650",39.62,0.02,37.3907754,−119.7323630,1418.0,35.79000504795558
93602,"287,585,866","2,653,472",111.038,1.025,37.0668398,−119.3889423,3330.0,29.989733244474866
93603,"278,889,240","186,155",107.68,0.072,36.4886792,−118.9980736,141.0,1.3094353640416048
93604,"115,085,292","2,391,950",44.435,0.924,37.3479077,−119.5298079,366.0,8.236750309440756
93605,"38,482,316",0,14.858,0.0,37.1762192,−119.2495234,159.0,10.701305693902274
93606,"1,792,524",0,0.692,0.0,36.7987146,−120.0162735,776.0,1121.3872832369943
93608,"306,669,468","833,734",118.406,0.322,36.5049867,−120.3386638,1057.0,8.926912487542861
93609,"157,921,920",0,60.974,0.0,36.5261658,−119.8638914,5328.0,87.38150687178143
93610,"681,592,027","2,517,748",263.164,0.972,37.0872855,−120.2888671,23279.0,88.45814777097172
93611,"26,685,334","95,895",10.303,0.037,36.8266683,−119.6805725,48619.0,4718.916820343589
93612,"17,478,517","198,525",6.748,0.077,36.8148491,−119.7119089,35475.0,5257.113218731476
93614,"332,721,235","699,570",128.464,0.27,37.2175705,−119.7310690,12132.0,94.43890895503799
93615,"41,674,810",0,16.091,0.0,36.5037388,−119.2838461,6335.0,393.6983406873407
93616,"35,683,237",0,13.777,0.0,36.6546796,−119.5943326,2370.0,172.0258401683966
93618,"173,276,125",0,66.902,0.0,36.5221175,−119.3866282,31971.0,477.8780903410959
93619,"483,089,082","257,176",186.522,0.099,36.9141762,−119.5939790,43026.0,230.67520185286455
93620,"417,687,247","774,100",161.27,0.299,37.0434967,−120.6205080,8452.0,52.40900353444534
93621,"198,000,203","1,398,251",76.448,0.54,36.7466326,−119.1013879,118.0,1.5435328589367938
93622,"1,179,346,800","5,613,930",455.348,2.168,36.7856176,−120.6253823,9417.0,20.680885827982113
93623,"48,520,770","32,596",18.734,0.013,37.4765962,−119.6744327,59.0,3.1493541155119034
93624,"373,309,108","384,816",144.135,0.149,36.3785454,−120.1301511,935.0,6.48697401741423
93625,"62,091,638",0,23.974,0.0,36.6242294,−119.6717516,7695.0,320.97272044715106
93626,"257,682,811","18,266,157",99.492,7.053,37.0432863,−119.6913063,2464.0,24.765810316407347
93627,"161,494,271","186,381",62.353,0.072,36.5109421,−120.1062925,134.0,2.149054576363607
93628,"162,446,686","346,818",62.721,0.134,36.7708436,−118.8484992,289.0,4.607707147526347
93630,"420,148,538","3,511,645",162.22,1.356,36.7165742,−120.1269547,20727.0,127.77092836888177
93631,"213,780,579","859,921",82.541,0.332,36.4800648,−119.5173390,16163.0,195.81783598454103
93633,"12,537,450",0,4.841,0.0,36.7291216,−118.9562350,0.0,0.0
93634,"3,010,278,767","57,052,986",1162.275,22.028,37.2236095,−119.0009358,27.0,0.023230302639220494
93635,"1,012,000,337","16,976,005",390.736,6.554,37.020187,−120.8817002,41563.0,106.37105360140863
93636,"511,602,397","3,318,089",197.531,1.281,36.9848775,−119.8775190,12527.0,63.41789390019794
93637,"726,268,751","156,359",280.414,0.06,36.9180792,−120.1859331,41100.0,146.5690015477116
93638,"233,781,766","1,235,339",90.264,0.477,37.043434,−120.0336928,51353.0,568.9200567225029
