ZIP Code,Population Under 18 years,Total Population,Percent Population Under 18 years,Female Population Under 18 years,Male Population Under 18 years,Population Density per sq mile
94545,5773,33700,17.1,2470,3303,2248.066298342542
94546,9754,45761,21.3,4456,5298,2825.4057780284516
94547,5152,26041,19.8,2595,2557,4601.410934744268
94548,238,598,39.8,136,102,107.31285157940286
94549,6808,28456,23.9,3440,3368,1478.5851053108938
94550,10789,49463,21.8,5541,5248,193.46192311086273
94551,9346,40025,23.4,4870,4476,581.9836588667569
94552,3039,14948,20.3,1627,1412,293.82239382239385
94553,10043,49062,20.5,4537,5506,808.0118116623942
94555,10033,37671,26.6,5055,4978,2743.919162757127
94556,3516,15959,22.0,1686,1830,818.2997043415115
94558,12574,65084,19.3,6191,6383,166.4152540263361
94559,6332,28224,22.4,2924,3408,662.4050754590022
94560,9354,47470,19.7,4744,4610,2398.286511257222
94561,11230,44546,25.2,5246,5984,2481.7463521541035
94562,0,0,,0,0,
94563,4760,19416,24.5,2648,2112,942.8933391804318
94564,3340,18946,17.6,1659,1681,2811.6854590716066
94565,23560,100826,23.4,10863,12697,2147.1088247632083
94566,10362,45145,23.0,5206,5156,2216.9184587372665
94567,201,719,28.0,142,59,11.966235661860894
94568,18519,71068,26.1,8920,9599,3479.7502121983753
94569,0,251,0.0,0,0,188.18040435458784
94571,742,10514,7.1,367,375,94.68551210837964
94572,1927,9309,20.7,1106,821,1089.3538193309362
94573,17,107,15.9,0,17,45.572916666666664
94574,1180,7827,15.1,558,622,68.60016090104585
94575,0,1048,0.0,0,0,7304.347826086956
94576,29,171,17.0,29,0,433.0985915492958
94577,8534,47937,17.8,3813,4721,5979.0511398644485
94578,8513,42350,20.1,4763,3750,9315.200701908312
94579,3088,20272,15.2,1360,1728,6886.508951406649
94580,5395,29377,18.4,2814,2581,8928.657435279953
94582,13407,47338,28.3,7202,6205,3334.650659906047
94583,10185,39758,25.6,4482,5703,1814.230551893012
94585,7042,29401,24.0,2979,4063,276.39818817037224
94586,227,964,23.5,109,118,14.66101999066863
94587,12274,69502,17.7,5497,6777,3823.900972950945
94588,8388,35162,23.9,4221,4167,1109.468540012217
94589,6562,29959,21.9,3381,3181,5332.038834951456
94590,7220,37991,19.0,3666,3554,5695.261313423739
94591,11949,59026,20.2,5733,6216,2670.1900744181635
94592,75,1020,7.4,31,44,129.5880149812734
94595,1849,17341,10.7,1036,813,3397.853583748563
94596,3772,23795,15.9,1937,1835,3669.910920488287
94597,3965,23654,16.8,1873,2092,5739.698988403652
94598,5048,26346,19.2,2317,2731,1293.586882701077
94599,181,3428,5.3,46,135,386.6985766469329
94601,11837,52102,22.7,5870,5967,16600.187558612066
94602,5620,31104,18.1,2585,3035,8134.414513468939
94603,9965,37042,26.9,4921,5044,13152.705707931802
94605,8747,44477,19.7,4348,4399,4888.674971687429
94606,6362,38459,16.5,3271,3091,16182.287188306103
94607,4085,27019,15.1,1721,2364,4342.167454422687
94608,4261,34083,12.5,1993,2268,11472.383720930233
94609,3691,25175,14.7,1982,1709,14251.651651651651
94610,5051,32404,15.6,2394,2657,15089.90913438546
94611,6934,39780,17.4,3550,3384,5348.219178082192
94612,1528,17742,8.6,910,618,16913.361169102296
94613,20,612,3.3,20,0,3542.857142857143
94618,3219,17285,18.6,1415,1804,7061.494015683037
94619,5986,27018,22.2,2916,3070,2975.437335250419
94621,9728,34911,27.9,4849,4879,3972.280949025135
94702,3434,17473,19.7,1847,1587,13260.530421216848
94703,2854,20404,14.0,1125,1729,17035.714285714286
94704,1166,25711,4.5,527,639,34675.67567567567
94705,2268,14508,15.6,1130,1138,4026.027802425318
94706,4991,20860,23.9,2433,2558,14620.218579234974
94707,2329,12596,18.5,1102,1227,6746.311010215664
94708,2044,11810,17.3,1119,925,3573.2732732732734
94709,878,12200,7.2,358,520,18359.4674556213
94710,1273,8471,15.0,743,530,3760.648148148148
94720,253,5322,4.8,72,181,4012.765957446809
94801,8287,32759,25.3,4045,4242,2733.2232267037552
94803,4757,27171,17.5,2394,2363,2033.0759029565488
94804,10102,44387,22.8,4865,5237,6382.257816109656
94805,2738,14790,18.5,1236,1502,7663.270777479893
94806,14682,63730,23.0,6676,8006,8100.229240957718
94901,8336,40927,20.4,3919,4417,3147.2294306212793
94903,5044,31582,16.0,2366,2678,1518.6321347749558
94904,2725,13132,20.8,1361,1364,2692.3387911865775
94920,2504,12906,19.4,1302,1202,1934.2549923195088
94922,158,509,31.0,0,158,166.55196145905023
94923,129,1390,9.3,55,74,61.322707513972254
94924,101,1342,7.5,46,55,46.37015990966379
94925,2581,10155,25.4,1320,1261,3049.8287137963252
94928,8906,46231,19.3,4743,4163,5668.47405112316
94929,104,442,23.5,68,36,326.984126984127
94930,1584,8748,18.1,834,750,617.5995505302338
94931,1558,8945,17.4,829,729,1176.0827407886231
94933,192,1284,15.0,147,45,274.05792587978823
94937,60,938,6.4,28,32,16.36544755941369
94938,34,428,7.9,21,13,101.98270407087114
94939,1479,7488,19.8,907,572,2927.9661016949153
94940,41,260,15.8,10,31,9.3115554877118
94941,7637,32190,23.7,4041,3596,867.3296207902413
94945,3283,17309,19.0,1708,1575,784.5553145336225
94946,75,673,11.1,44,31,19.4239965611735
94947,4894,25183,19.4,2225,2669,1176.612719398222
94949,3736,18545,20.1,1619,2117,1339.5550246378975
94950,0,23,0.0,0,0,24.35500515995872
94951,765,3574,21.4,383,382,285.64760793465575
94952,6815,33519,20.3,3339,3476,177.30471445770388
94954,7423,38201,19.4,3363,4060,627.4907125970956
94956,27,1189,2.3,20,7,34.02575700826875
94957,598,2081,28.7,259,339,834.5070422535211
94960,3896,16028,24.3,1737,2159,2755.400578329648
94963,93,462,20.1,26,67,122.10394489668128
94964,0,2054,0.0,0,0,6489.035087719298
94965,1547,12044,12.8,660,887,784.6069419673481
94970,7,400,1.8,7,0,90.31811894882432
94971,47,364,12.9,36,11,8.88548103378287
94972,70,153,45.8,0,70,49.769787327340495
94973,101,1438,7.0,34,67,383.44722854973423
95002,416,1920,21.7,142,274,234.9932143229982
95003,4407,24977,17.6,2236,2171,778.1033153430996
95004,589,3902,15.1,403,186,195.6096005829576
95005,1678,7552,22.2,904,774,654.5593091186182
95006,1141,8802,13.0,453,688,171.4187315340137
95007,42,359,11.7,22,20,249.05422446406052
95008,10718,48746,22.0,5266,5452,7409.252669039146
95010,1325,9243,14.3,495,830,6441.070137382501
95012,3921,10528,37.2,1914,2007,780.7805482422177
95013,0,53,0.0,0,0,19.165727170236753
95014,14762,61414,24.0,6902,7860,2473.0490748189864
95017,201,907,22.2,101,100,13.30813702096312
95018,778,6055,12.8,388,390,363.8865004299226
95019,1843,5891,31.3,855,988,7969.917958067457
95020,18589,68365,27.2,8996,9593,418.4998517640083
95023,15165,57367,26.4,7496,7669,137.26736705603454
95030,2409,13373,18.0,1236,1173,1292.7731411229136
95032,6759,27678,24.4,3145,3614,1385.6002571382653
95033,1886,9853,19.1,987,899,110.75843261729663
95035,16409,79393,20.7,7409,9000,3359.6487317790757
95037,13196,51867,25.4,7327,5869,432.7853561851463
95039,434,1427,30.4,155,279,69.56671845330571
95041,169,803,21.0,97,72,1798.9690721649483
95043,147,669,22.0,84,63,0.9503131327523396
95045,678,4063,16.7,224,454,91.70241088596362
95046,820,5801,14.1,451,369,313.92876129718235
95050,6855,39905,17.2,3016,3839,7128.13932172319
95051,11271,60499,18.6,5182,6089,8983.310575026551
95053,50,3317,1.5,30,20,26088.43537414966
95054,4856,24444,19.9,2499,2357,3730.1883854896464
95060,6449,46527,13.9,2726,3723,896.6414900637969
95062,5568,36369,15.3,3144,2424,7206.214130219672
95064,343,9832,3.5,168,175,6240.893066980024
95065,1570,8125,19.3,902,668,746.0477017271315
95066,2590,15233,17.0,1122,1468,815.7979064302499
95070,6285,31688,19.8,2988,3297,1110.161711743521
95073,2462,11408,21.6,1090,1372,492.9694323144105
95075,115,566,20.3,81,34,4.66557911908646
95076,22182,83716,26.5,11198,10984,623.8693058166906
95110,4373,20314,21.5,2045,2328,4400.351957765068
95111,14902,59761,24.9,6979,7923,10539.707149009477
95112,8349,58775,14.2,4330,4019,8247.455295735901
95113,43,2161,2.0,43,0,7327.586206896552
95116,11719,50436,23.2,5203,6516,15364.197530864198
95117,6671,28663,23.3,3374,3297,13664.655172413792
95118,8002,32827,24.4,3948,4054,8059.026069847517
95119,2364,10461,22.6,1065,1299,2457.666980244591
95120,8766,38003,23.1,4337,4429,971.4002188239484
95121,6966,36657,19.0,2993,3973,8606.974128233971
95122,12664,52555,24.1,6518,6146,11630.90757005437
95123,15271,70952,21.5,7498,7773,8949.757095372028
95124,13157,51803,25.4,6496,6661,7900.576806314512
95125,11112,53333,20.8,5899,5213,7422.923816060398
95126,6346,36996,17.2,2989,3357,11143.415514131088
95127,13750,62269,22.1,6591,7159,3321.948399978982
95128,5961,33653,17.7,2676,3285,9154.413635207326
95129,8828,39797,22.2,4362,4466,8826.868288406751
95130,3282,13376,24.5,1707,1575,9764.419735927728
95131,6037,31335,19.3,2879,3158,5557.748917748918
95132,7111,40981,17.4,3301,3810,1562.022447263554
95133,5604,28749,19.5,2872,2732,8634.77460901564
95134,4384,30916,14.2,2421,1963,2821.8911917098444
95135,4431,21402,20.7,1996,2435,173.89255419415645
95136,10186,47294,21.5,4913,5273,9320.00768787238
95138,4819,19420,24.8,2148,2671,791.0969426947304
95139,1989,7232,27.5,950,1039,6026.55601659751
95140,0,91,0.0,0,0,0.7287207047770246
95148,9346,45688,20.5,4736,4610,6168.84434859825
95202,1447,6000,24.1,580,867,6233.018867924528
95203,4282,16237,26.4,2134,2148,2524.087591240876
95204,7005,30406,23.0,3444,3561,5443.228970199925
95205,12472,40128,31.1,6624,5848,4130.018907796686
95206,20409,68031,30.0,10501,9908,492.6673671570099
95207,13496,52877,25.5,7117,6379,7128.346674027049
95209,12433,46756,26.6,6164,6269,5380.55353241078
95210,12704,42654,29.8,6214,6490,5476.196738558653
95211,35,1676,2.1,20,15,23666.666666666664
95212,6669,27848,23.9,3388,3281,1335.143045982438
95215,6514,25647,25.4,3168,3346,274.43734580204483
95219,8124,30165,26.9,3810,4314,249.15925757951752
95220,2207,8244,26.8,1050,1157,141.71790764567078
95221,43,398,10.8,43,0,
95222,928,5236,17.7,356,572,35.692169857310375
95223,222,2470,9.0,158,64,6.096718034991694
95224,76,311,24.4,37,39,16.921207913918778
95225,131,1019,12.9,90,41,63.79025598678778
95226,0,0,,0,0,0.0
95227,242,1180,20.5,80,162,19.285338938518127
95228,871,4648,18.7,445,426,49.07827799354521
95230,128,513,25.0,66,62,4.829117900612225
95231,840,4865,17.3,429,411,512.8205128205128
95232,0,202,0.0,0,0,41.001817814582914
95233,0,233,0.0,0,0,236.49906890130353
95236,1198,4518,26.5,658,540,34.958947937986686
95237,963,3992,24.1,362,601,492.91975724882
95240,13417,50245,26.7,6151,7266,725.0502295158901
95242,6269,27433,22.9,2850,3419,300.8693738307472
95245,416,2813,14.8,126,290,23.63558229480017
95246,44,1548,2.8,44,0,17.864898514636476
95247,657,4022,16.3,268,389,81.9351408825093
95248,62,106,58.5,19,43,3.419669431954911
95249,913,4908,18.6,530,383,73.71842221893928
95251,0,521,0.0,0,0,40.59916509781452
95252,3001,14622,20.5,1557,1444,138.4159232260498
95253,229,504,45.4,111,118,
95254,0,350,0.0,0,0,147.86710418375716
95255,321,1787,18.0,142,179,36.05338892791588
95257,0,398,0.0,0,0,32.81754803604829
95258,703,3885,18.1,452,251,1186.703945324635
95301,11626,41660,27.9,5071,6555,524.8474968447623
95303,177,891,19.9,85,92,35.269278693063825
95304,3362,15235,22.1,1657,1705,101.21130376422909
95305,0,158,0.0,0,0,0.0
95306,114,784,14.5,96,18,5.051263416479972
95307,13940,47978,29.1,6390,7550,1435.8396295393616
95309,0,0,,0,0,
95310,428,1849,23.1,246,182,36.97824677502292
95311,373,2182,17.1,119,254,8.162118846398506
95312,94,284,33.1,49,45,210.20408163265307
95313,126,860,14.7,70,56,25.49358287600848
95315,3913,13317,29.4,1688,2225,762.010347376201
95316,1614,7154,22.6,1160,454,98.898546472537
95317,319,948,33.6,174,145,23.490950030310906
95318,121,522,23.2,77,44,4.744813096384488
95319,265,1651,16.1,143,122,613.0693069306931
95320,3184,12385,25.7,1662,1522,146.40083850826676
95321,417,4068,10.3,243,174,7.891426090248165
95322,2496,9392,26.6,1019,1477,59.129469688472234
95323,388,1516,25.6,202,186,47.39548401520233
95324,2439,8763,27.8,896,1543,217.60135471660524
95325,0,44,0.0,0,0,2.1842131792062904
95326,2668,10672,25.0,1311,1357,402.58858156295986
95327,1240,8788,14.1,676,564,53.80177365716013
95328,1405,3856,36.4,652,753,4070.796460176991
95329,331,2394,13.8,202,129,19.885047610877585
95330,8853,30051,29.5,4265,4588,1119.4425087108016
95333,1096,3157,34.7,484,612,24.622930717351316
95334,5102,17302,29.5,2755,2347,312.07833832096753
95335,0,58,0.0,0,0,2.142996298460939
95336,11365,49145,23.1,5864,5501,1232.3403589315526
95337,12260,44192,27.7,5227,7033,895.0357732526143
95338,2068,10102,20.5,1068,1000,31.26552911460891
95340,8606,36833,23.4,4393,4213,700.6178185807495
95341,12264,34541,35.5,6132,6132,231.8883024008173
95345,86,528,16.3,45,41,18.804407858401493
95346,180,1041,17.3,85,95,226.8545703660207
95348,9162,35853,25.6,4292,4870,581.4391050088991
95350,14150,55368,25.6,6984,7166,6116.342236306021
95351,14530,48134,30.2,7582,6948,5492.409760485775
95354,6677,25100,26.6,3253,3424,3198.45832244578
95355,14336,60338,23.8,6725,7611,6341.964476781511
95356,7940,33033,24.0,4298,3642,1458.0857194309383
95357,4212,14403,29.2,1711,2501,330.64803049555275
95358,9795,31268,31.3,4314,5481,280.2260178543784
95360,3465,13781,25.1,2271,1194,219.5457339761219
95361,8779,35107,25.0,4172,4607,159.2552389012566
95363,8890,29784,29.8,4304,4586,59.23551831339861
95364,0,0,,0,0,0.0
95365,1144,3882,29.5,499,645,1171.0777626193724
95366,4680,18500,25.3,1999,2681,545.7035461406218
95367,7525,25162,29.9,3624,3901,4755.521706016756
95368,3081,14849,20.7,1627,1454,4982.358706305129
95369,145,778,18.6,53,92,6.265535709709658
95370,5179,28548,18.1,2668,2511,274.5111352525801
95372,405,1639,24.7,178,227,727.6859504132232
95374,421,1581,26.6,220,201,38.55844506433906
95375,0,64,0.0,0,0,0.3585000358500036
95376,14639,55038,26.6,6866,7773,7259.551004332415
95377,9314,35001,26.6,3985,5329,296.45965387728376
95379,799,3828,20.9,284,515,148.96658296310605
95380,12005,44204,27.2,6232,5773,569.9306590629253
95382,9660,38727,24.9,4440,5220,3474.5545911375057
95383,461,3415,13.5,110,351,57.62435444414243
95385,137,531,25.8,59,78,16.017880424660085
95386,2864,10387,27.6,1258,1606,110.82125807950658
95387,483,1215,39.8,136,347,27.87844995818233
95388,4262,13518,31.5,1938,2324,366.2192275042445
95389,52,1963,2.6,52,0,4.86834841944945
95391,7362,23696,31.1,3540,3822,800.178744321144
95401,7006,36905,19.0,3823,3183,1859.5484117872177
95403,9968,44677,22.3,4761,5207,2075.951717734448
95404,7256,37437,19.4,3346,3910,510.17376309855416
95405,4297,23748,18.1,2030,2267,4560.406698564593
95407,10890,42138,25.8,5403,5487,1981.1669982879089
95409,4192,26158,16.0,1720,2472,764.1242534221129
95410,34,797,4.3,34,0,32.30748734345857
95412,69,271,25.5,56,13,5.36973682753734
95415,413,1383,29.9,242,171,23.023222165955293
95417,82,211,38.9,82,0,10.70877953248052
95419,0,169,0.0,0,0,
95420,100,351,28.5,99,1,32.28021978021978
95421,223,1679,13.3,128,95,11.591008947812565
95422,4438,16998,26.1,2235,2203,581.9074542478797
95423,507,3322,15.3,293,214,29.379094042504533
95425,2190,11331,19.3,1227,963,58.01749271137026
95426,211,1178,17.9,164,47,39.22115988554679
95427,55,589,9.3,32,23,9.721138153693325
95428,683,2775,24.6,281,402,10.27054381819572
95429,0,118,0.0,0,0,3.30526481466908
95430,0,0,,0,0,54.6218487394958
95431,4,76,5.3,2,2,1008.3333333333334
95432,17,614,2.8,0,17,8.275708850565136
95435,144,347,41.5,0,144,22357.142857142855
95436,1275,6008,21.2,396,879,310.63849809438665
95437,2887,14865,19.4,1410,1477,85.11142053429994
95439,173,782,22.1,56,117,166.47919010123735
95441,243,1819,13.4,107,136,10.790863396322454
95442,237,2592,9.1,38,199,125.91642963022316
95443,113,190,59.5,36,77,43.86385426653883
95444,46,516,8.9,34,12,1136.9426751592357
95445,339,2012,16.8,173,166,22.299706258268493
95446,368,4709,7.8,185,183,159.47304000515365
95448,2475,16745,14.8,1412,1063,93.88221036799791
95449,326,1785,18.3,155,171,10.056091768154026
95450,42,272,15.4,17,25,5.966076301567767
95451,2583,12957,19.9,1341,1242,129.5578385130624
95452,134,1240,10.8,84,50,45.13846529218007
95453,2186,11254,19.4,958,1228,128.7976283494967
95454,218,1714,12.7,85,133,7.062354226810849
95456,167,775,21.5,84,83,60.18886241284971
95457,615,3252,18.9,399,216,20.693338381038657
95458,520,3303,15.7,274,246,80.97340059619354
95459,188,853,22.0,62,126,14.122722753088292
95460,249,2349,10.6,98,151,60.902255639097746
95461,767,3909,19.6,390,377,22.268900667902916
95462,99,1091,9.1,65,34,338.49557522123894
95463,4,88,4.5,0,4,15.076071922544951
95464,594,2466,24.1,259,335,1070.16160819866
95465,173,1251,13.8,110,63,39.684685621581146
95466,115,880,13.1,10,105,9.173062518847091
95467,1357,5795,23.4,488,869,803.2898314301251
95468,362,1822,19.9,208,154,22.557258197396607
95469,223,1323,16.9,153,70,8.120963897195857
95470,1376,6068,22.7,586,790,77.03808058881877
95471,163,780,20.9,126,37,160.3268526345449
95472,4545,28443,16.0,2287,2258,422.5492428555163
95476,5861,36386,16.1,3068,2793,345.1415405483245
95480,3,6,50.0,2,1,
95482,8413,34183,24.6,4458,3955,107.81427415571436
95485,476,2909,16.4,252,224,32.23581348293939
95486,0,27,0.0,0,0,2315.7894736842104
95488,21,366,5.7,15,6,3.1300435271678
95490,2865,14360,20.0,1294,1571,31.923723434677377
95492,6477,28096,23.1,2909,3568,1490.9035779260155
95493,0,144,0.0,0,0,12.600229095074456
95494,0,151,0.0,0,0,1.4520424862818089
95497,72,1224,5.9,43,29,75.87293252822263
95501,4519,23706,19.1,1960,2559,3263.114865785529
95503,4418,24072,18.4,2166,2252,294.2103942952018
95511,0,102,0.0,0,0,3.344319503683598
95514,33,117,28.2,17,16,1.059744300228477
95519,4125,18781,22.0,1844,2281,350.2334145479569
95521,2924,21712,13.5,1743,1181,351.08674044132266
95524,335,1700,19.7,122,213,217.1878847574489
95525,148,1358,10.9,80,68,15.132231761508264
95526,133,638,20.8,94,39,1.664500174376209
95527,246,701,35.1,144,102,3.041142411758156
95528,323,1555,20.8,165,158,19.856170774447552
95531,5012,23029,21.8,2400,2612,127.0045781211222
95536,594,3258,18.2,245,349,18.931689842266643
95537,0,629,0.0,0,0,1936.241610738255
95538,119,1022,11.6,55,64,
95540,3050,14415,21.2,1634,1416,420.8112874779541
95542,454,2862,15.9,205,249,10.30364317144497
95543,25,376,6.6,0,25,4.453286511285435
95545,54,492,11.0,12,42,0.8090257858582293
95546,706,2666,26.5,378,328,40.091913025584745
95547,162,1121,14.5,86,76,101.11602847796806
95548,232,1034,22.4,98,134,20.109951112941637
95549,270,1140,23.7,156,114,7.840367805489699
95550,22,213,10.3,0,22,1.2670443244517455
95551,255,1789,14.3,156,99,37.76655972825061
95552,8,423,1.9,8,0,5.106327024085207
95553,265,1037,25.6,142,123,11.160364315340868
95554,41,313,13.1,0,41,12.826399730614993
95555,60,370,16.2,31,29,3.5055549563153923
95556,283,692,40.9,248,35,5.421765708225593
95558,27,246,11.0,17,10,2.4280922556324023
95559,0,0,,0,0,5.543478260869565
95560,253,1337,18.9,206,47,91.91132414619533
95562,974,3396,28.7,306,668,206.1880589799372
95563,84,911,9.2,0,84,8.94451675394255
95564,96,564,17.0,52,44,138.9303854197789
95565,195,860,22.7,148,47,19.652080983197767
95567,410,2001,20.5,203,207,30.206550085595893
95568,19,224,8.5,15,4,2.175190458027071
95569,0,91,0.0,0,0,4.451986060174795
95570,478,2523,18.9,282,196,49.61722762070216
95571,0,30,0.0,0,0,18.847849217206264
95573,257,1417,18.1,72,185,10.70958278465821
95585,59,545,10.8,36,23,7.1628351183573225
95587,0,0,,0,0,3.238950997805872
95589,210,1153,18.2,74,136,7.461025956516616
95595,24,143,16.8,7,17,0.2894544507239979
95601,29,352,8.2,15,14,65.92341250605914
95602,2669,18610,14.3,1233,1436,374.1771846125974
95603,4935,28366,17.4,2637,2298,836.8750699026954
95604,0,34,0.0,0,0,1240.0
95605,3461,14291,24.2,1694,1767,3710.695050012824
95606,10,185,5.4,3,7,8.104638099823463
95607,0,235,0.0,0,0,2.2874830137399966
95608,12148,63715,19.1,6090,6058,4711.974599334744
95610,9428,46219,20.4,4805,4623,5918.768920282543
95612,306,1462,20.9,205,101,23.032056220227332
95613,0,0,,0,0,
95614,857,4479,19.1,463,394,140.00944733112897
95615,214,1147,18.7,95,119,41.45396105123842
95616,5409,52090,10.4,2677,2732,1802.2106849773909
95618,5101,26946,18.9,2559,2542,847.7435418611889
95619,1581,6414,24.6,665,916,1095.6873315363882
95620,5713,22004,26.0,2694,3019,92.4784574765716
95621,8446,42089,20.1,4147,4299,6255.430711610487
95623,709,4488,15.8,241,468,88.42364532019705
95624,17597,67915,25.9,8238,9359,1471.1874080741115
95625,0,88,0.0,0,0,190.01085776330075
95626,1117,5845,19.1,544,573,155.95405469931293
95627,1429,4137,34.5,697,732,86.31663449224946
95628,8601,44256,19.4,4239,4362,3174.2165684145207
95629,61,747,8.2,28,33,8.960353504357432
95630,18900,76599,24.7,9751,9149,3038.485033598045
95631,1392,6244,22.3,490,902,37.95816784591421
95632,7230,31217,23.2,3399,3831,282.88009888751543
95633,791,3305,23.9,511,280,113.58337557019766
95634,509,3878,13.1,197,312,33.057642208564125
95635,71,948,7.5,37,34,27.10843373493976
95636,392,1374,28.5,179,213,120.49873572238208
95637,25,276,9.1,13,12,3.3112582781456954
95638,325,2246,14.5,178,147,26.699240903935085
95639,46,314,14.6,26,20,66.6954457155191
95640,2058,12518,16.4,1163,895,90.35213893772308
95641,219,1517,14.4,96,123,34.75133384146341
95642,1062,7152,14.8,427,635,98.47926475233528
95645,283,1162,24.4,208,75,13.763913345503305
95646,85,249,34.1,29,56,2.922114412018132
95648,12647,55350,22.8,6137,6510,365.75004504566937
95650,2665,14098,18.9,903,1762,663.2568306010929
95651,166,738,22.5,121,45,35.91201556187341
95652,431,1193,36.1,194,237,169.92239764516992
95653,1,455,0.2,0,1,91.3890405971236
95655,1540,4954,31.1,904,636,454.8221219435408
95658,1070,5974,17.9,564,506,278.53587366975626
95659,201,790,25.4,138,63,16.28636126110434
95660,9888,35458,27.9,4491,5397,5793.863099921321
95661,6632,32827,20.2,3574,3058,3557.181148090239
95662,6883,32436,21.2,3376,3507,2994.9102350545995
95663,430,2659,16.2,258,172,320.30801057349726
95664,166,1133,14.7,111,55,34.835619420857824
95665,828,4693,17.6,396,432,184.05725567620925
95666,686,5885,11.7,240,446,55.87377195593927
95667,6425,36084,17.8,3324,3101,209.67589306837
95668,80,507,15.8,45,35,9.04893813481071
95669,367,2514,14.6,185,182,64.69889064976228
95670,14066,59449,23.7,7334,6732,4429.976000619339
95671,0,4478,0.0,0,0,
95672,1034,5744,18.0,463,571,300.8967578753736
95673,3938,16665,23.6,2212,1726,1005.1682766258537
95674,256,859,29.8,126,130,28.56066788023351
95675,108,487,22.2,28,80,2079.207920792079
95676,32,113,28.3,26,6,
95677,6753,28591,23.6,3320,3433,2763.4718222953516
95678,9489,45210,21.0,4626,4863,3770.5032822757103
95679,27,131,20.6,0,27,10.665312341289996
95680,0,9,0.0,0,0,0.0
95681,452,1370,33.0,141,311,65.52651806302843
95682,5926,29750,19.9,2549,3377,328.82747571843396
95683,1191,6330,18.8,702,489,70.4484663216035
95684,190,2913,6.5,87,103,17.877591374703552
95685,764,4703,16.2,423,341,119.96898216474474
95686,319,1194,26.7,131,188,34.975612767796505
95687,14078,68996,20.4,6851,7227,1550.2165765199632
95688,9919,40147,24.7,4739,5180,414.27360274776635
95689,272,1498,18.2,120,152,57.55224825839139
95690,407,1621,25.1,86,321,39.92712330891189
95691,10540,39961,26.4,4925,5615,1004.3558470841448
95692,1282,4887,26.2,723,559,86.04781210680834
95693,1322,7624,17.3,513,809,109.16963570344862
95694,2193,9600,22.8,1149,1044,79.50948174500287
95695,9105,39892,22.8,4552,4553,277.03760679064914
95697,142,281,50.5,59,83,686.1313868613138
95698,29,196,14.8,14,15,5.027350872623079
95699,9,60,15.0,9,0,3.723861357777141
95701,74,1045,7.1,45,29,33.50970017636684
95703,109,1955,5.6,67,42,102.50056318990764
95709,1054,6103,17.3,612,442,236.77243118302164
95713,2042,10280,19.9,911,1131,173.52311996050682
95714,72,411,17.5,29,43,123.74860956618464
95715,26,110,23.6,11,15,2.9866635124345744
95717,20,129,15.5,14,6,7.690335811330429
95720,36,107,33.6,20,16,0.6931919564059281
95721,0,0,,0,0,0.0
95722,751,4829,15.6,396,355,475.8666922045585
95726,1392,7974,17.5,591,801,57.41007596849336
95728,120,549,21.9,87,33,11.717633609602744
95735,2,51,3.9,2,0,0.7538549400342661
95736,0,131,0.0,0,0,1199.134199134199
95742,4228,14883,28.4,1766,2462,250.64430434954997
95746,5264,22743,23.1,2827,2437,1261.304347826087
95747,18839,75681,24.9,8717,10122,1627.4723970081918
95757,14596,53232,27.4,7449,7147,801.2155604136626
95758,16573,66153,25.1,7833,8740,4840.869054609512
95762,11486,45842,25.1,5592,5894,1043.4740790612675
95765,11470,43059,26.6,5566,5904,3193.739019325986
95776,6570,26352,24.9,3189,3381,275.6286705516882
95811,558,8456,6.6,293,265,2969.775474956822
95814,485,12248,4.0,235,250,8990.687679083096
95815,6669,26523,25.1,3128,3541,3392.9178100091467
95816,1293,18334,7.1,660,633,6197.508244778307
95817,2204,14513,15.2,1065,1139,6166.004415011037
95818,4402,23062,19.1,1864,2538,5555.066079295154
95819,3368,19806,17.0,1524,1844,5651.414309484193
95820,7403,36024,20.6,3853,3550,6672.678944370609
95821,8265,37436,22.1,3764,4501,5159.16171056358
95822,10545,46413,22.7,5223,5322,5373.065015479876
95823,23542,82983,28.4,11455,12087,7042.5995295757475
95824,8656,30556,28.3,4139,4517,7575.977933801404
95825,7896,37310,21.2,3514,4382,8004.295532646049
95826,8032,40205,20.0,4296,3736,3720.819889922186
95827,4839,21084,23.0,2608,2231,2384.0134153158187
95828,14928,60850,24.5,7307,7621,4768.120615980005
95829,8263,31297,26.4,4142,4121,1428.6980500295451
95830,124,746,16.6,23,101,51.49093144789425
95831,8743,44450,19.7,4214,4529,6167.405289492494
95832,3662,13116,27.9,1632,2030,1526.3917277864614
95833,9396,40908,23.0,4753,4643,4990.730441230998
95834,8742,34892,25.1,4447,4295,3118.928141308711
95835,9839,40957,24.0,4460,5379,4442.392161279424
95837,16,306,5.2,13,3,18.432218126173748
95838,11497,41311,27.8,5538,5959,4352.851711026616
95841,4743,21542,22.0,2350,2393,5146.998460749102
95842,9755,34775,28.1,4597,5158,8380.41289023162
95843,12533,47195,26.6,5888,6645,7354.304127666103
95864,5846,25728,22.7,2891,2955,3981.0509554140126
95901,9859,36119,27.3,4464,5395,175.73014850224027
95903,432,1868,23.1,223,209,78.31914685451521
95910,0,148,0.0,0,0,4.768413059984814
95912,1193,4908,24.3,550,643,33.54110622662555
95913,52,313,16.6,15,37,
95914,72,450,16.0,23,49,30.1521312074558
95915,0,0,,0,0,0.0
95916,149,965,15.4,77,72,14.24286085457165
95917,1035,4091,25.3,555,480,48.08990991660781
