"Geographic Area Name (NAME)","Area (Land, in square meters) (AREALAND)","Area (Water, in square meters) (AREAWATR)","Area (Land, in square miles) (AREALAND_SQMI)","Area (Water, in square miles) (AREAWATR_SQMI)","Internal Point (Latitude) (INTPTLAT)","Internal Point (Longitude) (INTPTLON)"
"ZCTA5 95820","13,642,312","0","5.267","0.000","38.5349099","−121.4442024"
"ZCTA5 95821","18,290,163","192,933","7.062","0.074","38.6256930","−121.3849162"
"ZCTA5 95822","21,749,564","251,925","8.398","0.097","38.5128441","−121.4942151"
"ZCTA5 95823","29,730,177","0","11.479","0.000","38.4747263","−121.4426355"
"ZCTA5 95824","10,328,499","0","3.988","0.000","38.5174351","−121.4414397"
"ZCTA5 95825","12,057,925","166,080","4.656","0.064","38.5918966","−121.4084670"
"ZCTA5 95826","27,292,695","576,417","10.538","0.223","38.5438485","−121.3782842"
"ZCTA5 95827","23,167,822","386,803","8.945","0.149","38.5483596","−121.3274972"
"ZCTA5 95828","32,123,489","0","12.403","0.000","38.4894260","−121.3959687"
"ZCTA5 95829","52,597,913","11,789","20.308","0.005","38.4895460","−121.3234520"
"ZCTA5 95830","33,702,206","172,211","13.012","0.066","38.4905076","−121.2841712"
"ZCTA5 95831","18,117,261","1,385,071","6.995","0.535","38.4957873","−121.5302555"
"ZCTA5 95832","21,541,683","1,439,050","8.317","0.556","38.4474133","−121.4961382"
"ZCTA5 95833","20,955,184","1,216,653","8.091","0.470","38.6190485","−121.5175516"
"ZCTA5 95834","25,806,715","652,286","9.964","0.252","38.6352119","−121.5186075"
"ZCTA5 95835","22,997,563","207,638","8.879","0.080","38.6684910","−121.5256020"
"ZCTA5 95837","37,236,548","1,033,060","14.377","0.399","38.6937650","−121.5989406"
"ZCTA5 95838","23,841,054","48,714","9.205","0.019","38.6457235","−121.4452544"
"ZCTA5 95841","10,095,116","0","3.898","0.000","38.6602725","−121.3481643"
"ZCTA5 95842","10,286,755","0","3.972","0.000","38.6870376","−121.3488651"
"ZCTA5 95843","16,878,643","0","6.517","0.000","38.7153295","−121.3636749"
"ZCTA5 95864","16,264,854","598,479","6.280","0.231","38.5840466","−121.3758456"
"ZCTA5 95901","518,511,897","4,184,131","200.199","1.616","39.2239387","−121.4940499"
"ZCTA5 95903","52,945,675","155,575","20.442","0.060","39.1212957","−121.3710981"
"ZCTA5 95910","85,275,255","2,836","32.925","0.001","39.4628829","−120.8297834"
"ZCTA5 95912","394,738,985","357,565","152.410","0.138","39.0003991","−122.0742344"
"ZCTA5 95913","44,956,443","0","17.358","0.000","39.6290041","−122.1921512"
"ZCTA5 95914","56,692,520","0","21.889","0.000","39.4075858","−121.3787717"
"ZCTA5 95915","93,776,791","653,684","36.207","0.252","39.9913677","−121.2307315"
"ZCTA5 95916","219,304,783","526,427","84.674","0.203","39.6514148","−121.3816345"
"ZCTA5 95917","209,018,865","884,323","80.703","0.341","39.4358591","−121.7636255"
"ZCTA5 95918","144,230,205","3,437,499","55.688","1.327","39.3012294","−121.3379292"
"ZCTA5 95919","69,379,617","0","26.788","0.000","39.4344381","−121.2655554"
"ZCTA5 95920","178,912,998","616,634","69.079","0.238","39.4497945","−121.9363724"
"ZCTA5 95922","134,371,009","11,065,874","51.881","4.273","39.4667301","−121.0718654"
"ZCTA5 95923","26,313,338","0","10.160","0.000","40.1838039","−121.1366879"
"ZCTA5 95925","91,374,023","5,353,034","35.280","2.067","39.4841083","−121.1926490"
"ZCTA5 95926","20,145,762","0","7.778","0.000","39.7457721","−121.8439228"
"ZCTA5 95928","376,561,485","6,034,014","145.391","2.330","39.6814875","−121.8372104"
"ZCTA5 95929","20,287","0","0.008","0.000","39.7257874","−121.8502129"
"ZCTA5 95930","19,446,127","189,532","7.508","0.073","39.5487154","−121.1598784"
"ZCTA5 95932","369,348,280","4,996,100","142.606","1.929","39.2469344","−122.0121774"
"ZCTA5 95934","55,793,786","1,618,418","21.542","0.625","40.0600999","−120.9079574"
"ZCTA5 95935","66,849,308","242,347","25.811","0.094","39.3793437","−121.1922610"
"ZCTA5 95936","113,778,810","108,862","43.930","0.042","39.5807559","−120.7743459"
"ZCTA5 95937","137,799,831","0","53.205","0.000","38.8840651","−121.9984849"
"ZCTA5 95938","176,505,427","94,302","68.149","0.036","39.6047133","−121.7952880"
"ZCTA5 95939","665,737,146","7,662,660","257.043","2.959","39.5616852","−122.6116979"
"ZCTA5 95941","91,774,026","39,163","35.434","0.015","39.5169477","−121.2738734"
"ZCTA5 95942","179,102,537","42,014","69.152","0.016","39.9159943","−121.6670307"
"ZCTA5 95943","164,690,157","5,502,401","63.587","2.124","39.5752141","−122.0345358"
"ZCTA5 95944","24,362,355","24,315","9.406","0.009","39.5401605","−120.8514485"
"ZCTA5 95945","158,360,160","2,287,516","61.143","0.883","39.1932672","−120.9801220"
"ZCTA5 95946","115,826,103","2,237,095","44.721","0.864","39.2091585","−121.2138243"
"ZCTA5 95947","221,222,939","0","85.415","0.000","40.1593987","−120.8440845"
"ZCTA5 95948","195,714,976","668,658","75.566","0.258","39.3392635","−121.7707851"
"ZCTA5 95949","354,667,267","502,811","136.938","0.194","39.1026700","−121.1338515"
"ZCTA5 95950","136,899,949","222,612","52.857","0.086","39.0434473","−121.9180988"
"ZCTA5 95951","50,683,672","2,550,930","19.569","0.985","39.7225122","−122.0044327"
"ZCTA5 95953","300,846,523","700,259","116.157","0.270","39.2597377","−121.7763297"
"ZCTA5 95954","328,490,412","3,646,689","126.831","1.408","39.8541890","−121.5778661"
"ZCTA5 95955","339,115,368","134,332","130.933","0.052","39.2945158","−122.2017152"
"ZCTA5 95956","153,346,000","7,049,213","59.207","2.722","39.8841403","−121.1159452"
"ZCTA5 95957","240,870,393","1,782,484","93.001","0.688","39.0522848","−121.8251768"
"ZCTA5 95958","17,227,836","0","6.652","0.000","39.5642039","−121.7979375"
"ZCTA5 95959","807,812,262","7,808,681","311.898","3.015","39.3515290","−120.8705493"
"ZCTA5 95960","107,746,051","353,395","41.601","0.136","39.4414426","−121.0166256"
"ZCTA5 95961","118,744,693","1,794,010","45.848","0.693","39.0413331","−121.5628346"
"ZCTA5 95962","98,291,152","2,016,247","37.950","0.778","39.3234046","−121.2725490"
"ZCTA5 95963","842,644,979","22,001,508","325.347","8.495","39.7478323","−122.3033595"
"ZCTA5 95965","806,577,111","59,510,601","311.421","22.977","39.5939448","−121.5813626"
"ZCTA5 95966","440,716,932","25,759,682","170.162","9.946","39.4753693","−121.4141332"
"ZCTA5 95968","4,657,660","0","1.798","0.000","39.4351775","−121.5517794"
"ZCTA5 95969","131,309,459","827,762","50.699","0.320","39.7207419","−121.6386630"
"ZCTA5 95970","83,143,884","1,552,606","32.102","0.599","39.4102691","−122.0520303"
"ZCTA5 95971","390,677,746","862,981","150.842","0.333","39.9292284","−120.9244308"
"ZCTA5 95972","2,807,476","0","1.084","0.000","39.4227720","−121.3376480"
"ZCTA5 95973","777,243,563","5,146,875","300.095","1.987","39.8765263","−121.8596424"
"ZCTA5 95974","1,079,534","0","0.417","0.000","39.4972966","−121.7556978"
"ZCTA5 95975","24,445,663","0","9.439","0.000","39.2243254","−121.1536959"
"ZCTA5 95977","97,540,690","978,540","37.661","0.378","39.1765945","−121.2916922"
"ZCTA5 95978","96,261","0","0.037","0.000","39.9084390","−121.5296158"
"ZCTA5 95979","606,594,317","7,045,352","234.207","2.720","39.2903018","−122.4755189"
"ZCTA5 95981","137,498,090","371,635","53.088","0.143","39.6528270","−121.0399442"
"ZCTA5 95982","110,267,838","105,614","42.575","0.041","39.1732309","−121.8056730"
"ZCTA5 95983","221,001,665","0","85.329","0.000","40.0582609","−120.7389324"
"ZCTA5 95984","195,720,169","457,217","75.568","0.177","39.9827783","−121.1276225"
"ZCTA5 95986","28,186,667","0","10.883","0.000","39.3615157","−120.7651924"
"ZCTA5 95987","820,961,803","135,916","316.975","0.052","39.1036114","−122.2470030"
"ZCTA5 95988","851,142,823","2,160,687","328.628","0.834","39.4971914","−122.2875675"
"ZCTA5 95991","106,499,619","2,975,264","41.120","1.149","39.0155026","−121.6112017"
"ZCTA5 95993","218,288,633","96,625","84.282","0.037","39.0824967","−121.6801142"
"ZCTA5 96001","187,777,496","3,752,546","72.501","1.449","40.5771760","−122.4547147"
"ZCTA5 96002","79,102,307","1,852,272","30.542","0.715","40.5277686","−122.3186448"
"ZCTA5 96003","287,879,532","17,009,245","111.151","6.567","40.6672785","−122.3195378"
"ZCTA5 96006","522,708,337","1,285,012","201.819","0.496","41.1335320","−120.8425657"
"ZCTA5 96007","317,262,846","4,894,209","122.496","1.890","40.4568005","−122.3082026"
"ZCTA5 96008","160,092,236","5,289,777","61.812","2.042","40.7226411","−122.1097838"
"ZCTA5 96009","525,616,598","5,526,612","202.942","2.134","41.0560401","−121.0208017"
"ZCTA5 96010","994,154,001","8,361","383.845","0.003","40.9502798","−123.2351549"
"ZCTA5 96011","300,463,519","1,123,916","116.010","0.434","41.0558970","−121.8918888"
"ZCTA5 96013","397,326,512","7,014,935","153.409","2.708","40.9736566","−121.6923992"
"ZCTA5 96014","400,738,579","1,444,059","154.726","0.558","41.3881347","−122.7808581"
"ZCTA5 96015","606,454,435","23,094,833","234.153","8.917","41.5117804","−120.8776604"
"ZCTA5 96016","110,562,129","1,331,121","42.688","0.514","40.8942081","−121.5088345"
"ZCTA5 96017","241,916,540","498,788","93.405","0.193","41.1059600","−122.3125167"
"ZCTA5 96019","50,035,465","3,333,134","19.319","1.287","40.6873543","−122.3994497"
"ZCTA5 96020","145,831,877","1,270,307","56.306","0.490","40.3067873","−121.2618742"
"ZCTA5 96021","646,459,234","6,027,751","249.599","2.327","39.9234789","−122.2704539"
"ZCTA5 96022","643,808,117","1,490,837","248.576","0.576","40.3363078","−122.4479773"
"ZCTA5 96023","555,691,979","36,684,536","214.554","14.164","41.9090762","−121.9768456"
"ZCTA5 96024","271,005,793","32,384","104.636","0.013","40.5470452","−122.8811851"
"ZCTA5 96025","268,053,945","886,506","103.496","0.342","41.2001359","−122.3190450"
"ZCTA5 96027","1,085,692,435","4,186,081","419.188","1.616","41.3898765","−123.2310742"
"ZCTA5 96028","435,598,381","8,954,034","168.185","3.457","41.0074472","−121.4574627"
"ZCTA5 96029","63,141,302","132,179","24.379","0.051","39.9392965","−122.4891914"
"ZCTA5 96031","815,664,733","1,770,717","314.930","0.684","41.1756244","−123.1981763"
"ZCTA5 96032","1,345,877,368","3,556,016","519.646","1.373","41.5851319","−122.9796311"
"ZCTA5 96033","374,894,939","222,274","144.748","0.086","40.7405730","−122.5925628"
"ZCTA5 96034","290,090,295","1,222,722","112.004","0.472","41.4440190","−122.6049604"
"ZCTA5 96035","110,165,226","1,282,462","42.535","0.495","40.0415598","−122.1850315"
"ZCTA5 96037","7,102,131","621,477","2.742","0.240","41.5449224","−122.9209638"
"ZCTA5 96038","47,325,263","62,838","18.272","0.024","41.6071001","−122.5457146"
"ZCTA5 96039","684,171,615","3,516,545","264.160","1.358","41.6689277","−123.3764165"
"ZCTA5 96040","133,401,606","184,247","51.507","0.071","40.7898058","−121.4745149"
"ZCTA5 96041","869,050,076","58,222","335.542","0.022","40.5134980","−123.1960457"
"ZCTA5 96044","571,384,717","5,278,879","220.613","2.038","41.9330279","−122.6749668"
"ZCTA5 96046","365,624,037","40,933","141.168","0.016","40.6103652","−123.4289014"
"ZCTA5 96047","643,055,160","917,523","248.285","0.354","40.4792261","−122.6924678"
"ZCTA5 96048","402,525,037","665,320","155.416","0.257","40.8303591","−123.0234888"
"ZCTA5 96050","669,933,796","2,062,823","258.663","0.796","41.8534715","−122.9510152"
"ZCTA5 96051","889,485,482","91,738,528","343.432","35.420","40.9163278","−122.3108220"
"ZCTA5 96052","287,929,970","2,795,295","111.170","1.079","40.6826801","−122.7864540"
"ZCTA5 96054","305,058,217","4,520,598","117.784","1.745","41.2610567","−121.1185510"
"ZCTA5 96055","246,609,159","3,524,555","95.216","1.361","40.0991210","−121.9983747"
"ZCTA5 96056","559,646,523","8,653,680","216.081","3.341","41.0671514","−121.3177457"
"ZCTA5 96057","275,928,135","560,056","106.536","0.216","41.2718586","−121.9196954"
"ZCTA5 96058","944,536,878","3,542,291","364.688","1.368","41.7270482","−121.9073692"
"ZCTA5 96059","164,550,742","198,788","63.533","0.077","40.4337473","−121.8294212"
"ZCTA5 96061","88,231,924","8,512","34.067","0.003","40.3478650","−121.4877788"
"ZCTA5 96062","173,847,490","649,282","67.123","0.251","40.5555971","−122.0912653"
"ZCTA5 96063","33,575,349","117,777","12.964","0.045","40.3703740","−121.6061941"
"ZCTA5 96064","1,261,350,460","9,271,846","487.010","3.580","41.7547029","−122.3656211"
"ZCTA5 96065","355,125,922","4,351,717","137.115","1.680","40.8901666","−121.9567855"
"ZCTA5 96067","197,814,029","1,956,086","76.376","0.755","41.3168883","−122.3174473"
"ZCTA5 96068","74,208,516","345,193","28.652","0.133","41.1029919","−121.1983405"
"ZCTA5 96069","240,518,305","325,754","92.865","0.126","40.6853355","−122.0160690"
"ZCTA5 96071","66,781,004","202,325","25.784","0.078","40.6944740","−121.4572689"
"ZCTA5 96073","117,135,560","962,954","45.226","0.372","40.5986009","−122.1949297"
"ZCTA5 96074","234,888,717","557,109","90.691","0.215","39.8620606","−122.5909659"
"ZCTA5 96075","234,883,719","344,799","90.689","0.133","40.3623281","−121.8763871"
"ZCTA5 96076","573,345,315","65,312","221.370","0.025","40.3915424","−122.9378830"
"ZCTA5 96078","313,050","0","0.121","0.000","40.0823738","−122.1760711"
"ZCTA5 96080","1,677,133,760","9,567,522","647.545","3.694","40.1653798","−122.4417183"
"ZCTA5 96084","140,545,075","120,974","54.265","0.047","40.7958338","−121.8686943"
"ZCTA5 96085","143,231,299","206,247","55.302","0.080","41.7408179","−123.0773307"
"ZCTA5 96086","526,121,262","2,009,315","203.137","0.776","41.9242120","−123.2608091"
"ZCTA5 96087","110,639,920","12,670,554","42.718","4.892","40.6331342","−122.5870703"
"ZCTA5 96088","448,109,962","758,744","173.016","0.293","40.5108701","−121.8761124"
"ZCTA5 96090","7,920,842","407,251","3.058","0.157","40.0073509","−122.1193386"
"ZCTA5 96091","1,101,924,204","2,742,551","425.455","1.059","41.0438733","−122.8007908"
"ZCTA5 96092","172,293,481","100,136","66.523","0.039","39.9705793","−121.9703038"
"ZCTA5 96093","257,964,090","79,985","99.600","0.031","40.7654778","−122.9414279"
"ZCTA5 96094","519,116,760","11,109,461","200.432","4.289","41.5149223","−122.3509426"
"ZCTA5 96096","268,335,930","411,294","103.605","0.159","40.6363106","−121.8763987"
"ZCTA5 96097","470,648,125","1,250,860","181.718","0.483","41.7561470","−122.6594663"
"ZCTA5 96101","1,545,097,038","28,557,181","596.565","11.026","41.4562516","−120.5113063"
"ZCTA5 96103","251,946,624","965,105","97.277","0.373","39.7801562","−120.6707547"
"ZCTA5 96104","616,682,390","1,921,259","238.102","0.742","41.4601826","−120.1298646"
"ZCTA5 96105","658,112,922","300,977","254.099","0.116","39.6886446","−120.1439959"
"ZCTA5 96106","57,135,074","0","22.060","0.000","39.7354816","−120.5438620"
"ZCTA5 96107","247,946,750","67,209","95.733","0.026","38.4082772","−119.5480747"
"ZCTA5 96108","485,394,040","8,857,647","187.412","3.420","41.7871900","−120.4017666"
"ZCTA5 96109","554,339,317","4,980,485","214.032","1.923","39.9941784","−120.1017083"
"ZCTA5 96110","305,476,121","467,006","117.945","0.180","41.2419175","−120.1246288"
"ZCTA5 96111","12,361,098","2,265","4.773","0.001","39.4150125","−120.0171316"
"ZCTA5 96112","330,465,060","5,201,932","127.593","2.008","41.8924970","−120.1719442"
"ZCTA5 96113","56,599,126","71,651","21.853","0.028","40.1880762","−120.1456838"
"ZCTA5 96114","169,765,274","5,402,390","65.547","2.086","40.2926047","−120.4886136"
"ZCTA5 96115","289,952,170","117,659,277","111.951","45.429","41.6914710","−120.0793214"
"ZCTA5 96116","457,036,459","6,030,239","176.463","2.328","41.2572907","−120.4460066"
"ZCTA5 96117","840,016,448","3,028,236","324.332","1.169","40.5334617","−120.2353561"
"ZCTA5 96118","442,141,698","760,841","170.712","0.294","39.6395971","−120.2471441"
"ZCTA5 96119","345,096,296","4,563,963","133.242","1.762","41.0404206","−120.5535549"
"ZCTA5 96120","586,553,828","1,453,347","226.470","0.561","38.7424445","−119.8693817"
"ZCTA5 96121","85,993,727","32,420","33.202","0.013","40.1643933","−120.3800422"
"ZCTA5 96122","165,840,959","29,801","64.032","0.012","39.8207379","−120.4762699"
"ZCTA5 96123","870,829,097","5,278,204","336.229","2.038","40.8457377","−120.3222189"
"ZCTA5 96124","137,550,222","165,992","53.108","0.064","39.6387930","−120.4679416"
"ZCTA5 96125","240,265,290","593,825","92.767","0.229","39.6135591","−120.6023782"
"ZCTA5 96126","74,397,281","60,186","28.725","0.023","39.5497256","−120.4035792"
"ZCTA5 96128","58,617,050","42,516","22.632","0.016","40.3488992","−120.4060169"
"ZCTA5 96129","300,440,000","41,747","116.001","0.016","39.8351218","−120.3600494"
"ZCTA5 96130","1,294,694,637","122,486,074","499.884","47.292","40.5490509","−120.6340321"
"ZCTA5 96132","316,286,097","2,657,223","122.119","1.026","40.9000673","−120.5138823"
"ZCTA5 96133","33,798,641","3,359,715","13.050","1.297","38.6209636","−119.5051845"
"ZCTA5 96134","853,682,059","54,150,925","329.608","20.908","41.8353646","−121.4449904"
"ZCTA5 96135","90,198,742","0","34.826","0.000","39.8129845","−120.2092797"
"ZCTA5 96136","375,057,660","1,752,788","144.811","0.677","40.3462300","−120.0813208"
"ZCTA5 96137","368,256,409","3,292,839","142.185","1.271","40.4693254","−121.2298715"
"ZCTA5 96140","26,790,551","539,470","10.344","0.208","39.2320185","−120.0963996"
"ZCTA5 96141","74,763,453","797,314","28.866","0.308","39.0989284","−120.2052313"
"ZCTA5 96142","41,403,338","66,042,654","15.986","25.499","38.9986311","−120.1038814"
"ZCTA5 96143","23,903,310","660,985","9.229","0.255","39.2605746","−120.0262906"
"ZCTA5 96145","45,868,470","2,355,807","17.710","0.910","39.1809984","−120.1513960"
"ZCTA5 96146","104,710,180","66,223","40.429","0.026","39.2158973","−120.2451697"
"ZCTA5 96148","5,411,110","0","2.089","0.000","39.2497770","−120.0575895"
"ZCTA5 96150","422,599,296","14,431,182","163.167","5.572","38.8733198","−120.0684809"
"ZCTA5 96155","97,744,600","76,028","37.739","0.029","38.7629864","−120.0870691"
"ZCTA5 96161","680,238,466","9,131,164","262.642","3.526","39.3477145","−120.2247104"
"ZCTA5 97635","135,078,015","153,823","52.154","0.059","41.9299921","−120.2941948"
