"Geographic Area Name (NAME)","Area (Land, in square meters) (AREALAND)","Area (Water, in square meters) (AREAWATR)","Area (Land, in square miles) (AREALAND_SQMI)","Area (Water, in square miles) (AREAWATR_SQMI)","Internal Point (Latitude) (INTPTLAT)","Internal Point (Longitude) (INTPTLON)"
"ZCTA5 92703","10,986,570","0","4.242","0.000","33.7485203","−117.9061618"
"ZCTA5 92704","19,184,264","62,530","7.407","0.024","33.7211311","−117.9051096"
"ZCTA5 92705","30,526,595","184,104","11.786","0.071","33.7660065","−117.7867627"
"ZCTA5 92706","9,169,091","0","3.540","0.000","33.7660024","−117.8816932"
"ZCTA5 92707","13,532,660","17,402","5.225","0.007","33.7099350","−117.8704307"
"ZCTA5 92708","23,575,286","33,638","9.102","0.013","33.7105823","−117.9511290"
"ZCTA5 92780","16,250,252","0","6.274","0.000","33.7368080","−117.8196781"
"ZCTA5 92782","13,389,902","0","5.170","0.000","33.7283774","−117.7974725"
"ZCTA5 92801","16,294,286","66,561","6.291","0.026","33.8449834","−117.9521510"
"ZCTA5 92802","11,791,781","0","4.553","0.000","33.8083143","−117.9236894"
"ZCTA5 92804","18,453,478","0","7.125","0.000","33.8180099","−117.9751929"
"ZCTA5 92805","16,123,282","0","6.225","0.000","33.8300530","−117.9056831"
"ZCTA5 92806","19,900,166","801,180","7.683","0.309","33.8379605","−117.8704945"
"ZCTA5 92807","28,360,912","699,284","10.950","0.270","33.8487330","−117.7883568"
"ZCTA5 92808","12,950,214","0","5.000","0.000","33.8562467","−117.7402317"
"ZCTA5 92821","36,605,679","67,872","14.134","0.026","33.9319433","−117.8549423"
"ZCTA5 92823","19,311,128","36,927","7.456","0.014","33.9285350","−117.7960745"
"ZCTA5 92831","15,407,584","0","5.949","0.000","33.8795102","−117.8960355"
"ZCTA5 92832","7,498,561","0","2.895","0.000","33.8687719","−117.9290932"
"ZCTA5 92833","19,859,068","0","7.668","0.000","33.8805093","−117.9611323"
"ZCTA5 92835","14,818,035","32,825","5.721","0.013","33.9005730","−117.9146673"
"ZCTA5 92840","13,350,602","31,066","5.155","0.012","33.7871648","−117.9318894"
"ZCTA5 92841","11,809,063","0","4.560","0.000","33.7868327","−117.9820405"
"ZCTA5 92843","10,256,580","0","3.960","0.000","33.7639633","−117.9315377"
"ZCTA5 92844","5,437,594","0","2.099","0.000","33.7655987","−117.9695064"
"ZCTA5 92845","5,770,451","0","2.228","0.000","33.7829069","−118.0263729"
"ZCTA5 92860","36,588,326","853,061","14.127","0.329","33.9255061","−117.5477035"
"ZCTA5 92861","5,414,805","237","2.091","0.000","33.8179855","−117.8112928"
"ZCTA5 92865","9,915,770","1,295","3.829","0.001","33.8263928","−117.8513073"
"ZCTA5 92866","4,937,297","0","1.906","0.000","33.7845375","−117.8447915"
"ZCTA5 92867","31,086,603","965","12.003","0.000","33.8156666","−117.7991625"
"ZCTA5 92868","8,907,947","0","3.439","0.000","33.7879671","−117.8763428"
"ZCTA5 92869","34,892,216","498,396","13.472","0.192","33.7954788","−117.7649429"
"ZCTA5 92870","17,427,777","37,381","6.729","0.014","33.8811581","−117.8547827"
"ZCTA5 92879","25,452,826","25,336","9.827","0.010","33.8826137","−117.5282048"
"ZCTA5 92880","67,796,538","1,439,983","26.176","0.556","33.9253898","−117.6072536"
"ZCTA5 92881","84,056,500","558,502","32.454","0.216","33.8238798","−117.5700257"
"ZCTA5 92882","30,425,246","23,643","11.747","0.009","33.8628742","−117.6000923"
"ZCTA5 92883","146,203,379","92,242","56.449","0.036","33.7580098","−117.4802585"
"ZCTA5 92886","33,576,768","52,602","12.964","0.020","33.8954111","−117.8008294"
"ZCTA5 92887","29,228,895","0","11.285","0.000","33.8872798","−117.7339277"
"ZCTA5 93001","250,125,064","19,129,954","96.574","7.386","34.3623765","−119.3512684"
"ZCTA5 93003","53,832,749","242,915","20.785","0.094","34.2836678","−119.2231961"
"ZCTA5 93004","18,205,301","687,794","7.029","0.266","34.2781910","−119.1645582"
"ZCTA5 93010","56,908,304","42,884","21.972","0.017","34.2278878","−119.0795529"
"ZCTA5 93012","129,856,111","723,082","50.138","0.279","34.2033938","−118.9914418"
"ZCTA5 93013","107,177,182","638,663","41.381","0.247","34.4401328","−119.5033056"
"ZCTA5 93015","240,320,005","1,208,002","92.788","0.466","34.4088728","−118.8702018"
"ZCTA5 93021","123,779,317","628,163","47.791","0.243","34.3051810","−118.8839285"
"ZCTA5 93022","8,130,252","0","3.139","0.000","34.4032764","−119.2983551"
"ZCTA5 93023","691,185,297","663,222","266.868","0.256","34.5090947","−119.2519103"
"ZCTA5 93030","36,552,014","0","14.113","0.000","34.2050972","−119.1753202"
"ZCTA5 93033","83,385,907","361,548","32.195","0.140","34.1600933","−119.1358009"
"ZCTA5 93035","13,024,494","3,367,092","5.029","1.300","34.1862870","−119.2288853"
"ZCTA5 93036","46,099,392","2,565,478","17.799","0.991","34.2481409","−119.1534542"
"ZCTA5 93040","963,783,724","5,147,592","372.119","1.987","34.6020430","−119.0197918"
"ZCTA5 93041","15,225,512","1,406,908","5.879","0.543","34.1631887","−119.1866768"
"ZCTA5 93042","71,346,631","12,163,574","27.547","4.696","33.2556547","−119.5035884"
"ZCTA5 93043","1,282,932","0","0.495","0.000","34.1701614","−119.2029293"
"ZCTA5 93060","239,435,430","1,832,925","92.447","0.708","34.3720307","−119.0966947"
"ZCTA5 93063","93,671,077","391,394","36.167","0.151","34.3080482","−118.6869695"
"ZCTA5 93064","17,131,449","0","6.614","0.000","34.2452721","−118.6998492"
"ZCTA5 93065","77,187,373","1,527,427","29.802","0.590","34.2623877","−118.7722194"
"ZCTA5 93066","108,995,106","996","42.083","0.000","34.2976989","−119.0145578"
"ZCTA5 93067","1,504,039","0","0.581","0.000","34.4231005","−119.5961550"
"ZCTA5 93101","8,294,077","0","3.202","0.000","34.4192588","−119.7080491"
"ZCTA5 93103","14,228,904","347,912","5.494","0.134","34.4373670","−119.6792840"
"ZCTA5 93105","361,998,689","1,782,662","139.768","0.688","34.5290403","−119.7678947"
"ZCTA5 93106","1,630,558","0","0.630","0.000","34.4172586","−119.8513017"
"ZCTA5 93108","72,143,659","261,254","27.855","0.101","34.4489735","−119.6054267"
"ZCTA5 93109","8,864,657","1,008,828","3.423","0.390","34.4064082","−119.7269275"
"ZCTA5 93110","20,938,085","316,499","8.084","0.122","34.4395004","−119.7678272"
"ZCTA5 93111","21,069,714","322,505","8.135","0.125","34.4491845","−119.8047820"
"ZCTA5 93117","435,322,677","4,965,321","168.079","1.917","34.4794531","−120.0840941"
"ZCTA5 93201","185,797,390","28,350","71.737","0.011","35.8568588","−119.5075255"
"ZCTA5 93202","3,979,591","0","1.537","0.000","36.3186861","−119.7075200"
"ZCTA5 93203","445,544,376","175,898","172.026","0.068","35.1199950","−118.8458994"
"ZCTA5 93204","182,895,011","584,831","70.616","0.226","35.9132028","−120.0821377"
"ZCTA5 93205","60,106,349","47,323","23.207","0.018","35.5734164","−118.4864408"
"ZCTA5 93206","424,368,397","564,556","163.850","0.218","35.4439125","−119.4791356"
"ZCTA5 93207","135,692,710","1,961","52.391","0.001","35.8952939","−118.5956271"
"ZCTA5 93208","19,957,004","0","7.705","0.000","36.1297775","−118.6397774"
"ZCTA5 93210","2,008,217,843","575,866","775.377","0.222","36.1674637","−120.4385560"
"ZCTA5 93212","306,997,746","501,549","118.532","0.194","36.0142256","−119.5629851"
"ZCTA5 93215","376,772,744","1,779,052","145.473","0.687","35.7794645","−119.1919347"
"ZCTA5 93218","170,027,112","36,084","65.648","0.014","35.8571408","−119.0449304"
"ZCTA5 93219","266,575,588","266,703","102.925","0.103","35.8882375","−119.2949573"
"ZCTA5 93220","71,072,360","1,428","27.441","0.001","35.3787350","−118.7818450"
"ZCTA5 93221","342,046,905","0","132.065","0.000","36.2963943","−119.0299352"
"ZCTA5 93222","281,039,737","17,200","108.510","0.007","34.8862449","−119.2204359"
"ZCTA5 93223","8,036,387","0","3.103","0.000","36.3011122","−119.2078750"
"ZCTA5 93224","92,187,006","0","35.594","0.000","35.2552350","−119.6252258"
"ZCTA5 93225","290,198,583","114,957","112.046","0.044","34.7866072","−119.0298493"
"ZCTA5 93226","196,723,123","170,980","75.955","0.066","35.7356519","−118.7383731"
"ZCTA5 93227","243,050","0","0.094","0.000","36.3444448","−119.4185620"
"ZCTA5 93230","668,379,794","189,281","258.063","0.073","36.2922297","−119.6226759"
"ZCTA5 93234","349,526,579","0","134.953","0.000","36.1960921","−120.0848069"
"ZCTA5 93235","10,745,408","0","4.149","0.000","36.3850670","−119.2231243"
"ZCTA5 93237","11,728,544","0","4.528","0.000","36.4744993","−118.9042680"
"ZCTA5 93238","283,904,103","18,065,273","109.616","6.975","35.8507724","−118.4977096"
"ZCTA5 93239","150,680,747","0","58.178","0.000","36.0327691","−119.9864092"
"ZCTA5 93240","150,094,373","14,637,686","57.952","5.652","35.6175465","−118.4522853"
"ZCTA5 93241","13,074,916","11,548","5.048","0.004","35.2452601","−118.9052798"
"ZCTA5 93242","105,443,991","0","40.712","0.000","36.4411371","−119.7302784"
"ZCTA5 93243","423,222,154","2,541,418","163.407","0.981","34.8399838","−118.8149458"
"ZCTA5 93244","20,332,757","3,128,281","7.851","1.208","36.3863400","−118.9897151"
"ZCTA5 93245","307,929,481","0","118.892","0.000","36.2861045","−119.8340541"
"ZCTA5 93246","54,867,323","189,884","21.184","0.073","36.3176676","−119.9274819"
"ZCTA5 93247","170,387,306","23,777","65.787","0.009","36.2017347","−119.0834779"
"ZCTA5 93249","526,401,134","1,369,104","203.245","0.529","35.6216970","−119.8877470"
"ZCTA5 93250","231,995,306","42,672","89.574","0.016","35.6690760","−119.2019692"
"ZCTA5 93251","277,551,116","0","107.163","0.000","35.3706028","−119.6973400"
"ZCTA5 93252","1,156,539,478","15,766,614","446.542","6.088","34.8028829","−119.3592674"
"ZCTA5 93254","520,380,968","4,755,822","200.920","1.836","34.9462184","−119.8028365"
"ZCTA5 93255","616,305,033","120,128","237.957","0.046","35.6773299","−118.1014170"
"ZCTA5 93256","193,294,489","56,590","74.631","0.022","35.9717308","−119.3135106"
"ZCTA5 93257","981,271,681","10,922,678","378.871","4.217","35.9808583","−118.8893149"
"ZCTA5 93258","2,526,018","0","0.975","0.000","36.0583321","−119.1520938"
"ZCTA5 93260","96,411,527","0","37.225","0.000","35.8190859","−118.6611890"
"ZCTA5 93261","14,958,443","0","5.775","0.000","35.8114805","−119.1167378"
"ZCTA5 93262","679,700,716","1,959,988","262.434","0.757","36.4369886","−118.6715330"
"ZCTA5 93263","238,917,970","0","92.247","0.000","35.4872475","−119.2783243"
"ZCTA5 93265","1,009,261,523","470,059","389.678","0.181","36.2177130","−118.6936058"
"ZCTA5 93266","153,617,338","0","59.312","0.000","36.1717293","−119.8563037"
"ZCTA5 93267","159,872,975","33,920","61.727","0.013","36.1436233","−119.0738770"
"ZCTA5 93268","176,430,146","383,431","68.120","0.148","35.1675671","−119.4100170"
"ZCTA5 93270","174,658,239","50,599","67.436","0.020","35.9424478","−119.0583495"
"ZCTA5 93271","394,749,439","4,473,103","152.414","1.727","36.4400410","−118.8802803"
"ZCTA5 93272","217,495,903","13,713","83.976","0.005","36.0473536","−119.3444282"
"ZCTA5 93274","567,831,665","1,457,938","219.241","0.563","36.1779345","−119.3799754"
"ZCTA5 93276","11,046,482","0","4.265","0.000","35.3175973","−119.4093065"
"ZCTA5 93277","102,118,133","292,710","39.428","0.113","36.3013340","−119.3725855"
"ZCTA5 93280","818,381,366","98,499","315.979","0.038","35.6522418","−119.4463996"
"ZCTA5 93283","676,274,740","2,532,610","261.111","0.978","35.5920994","−118.2976983"
"ZCTA5 93285","140,889,906","404,261","54.398","0.156","35.7491267","−118.4934009"
"ZCTA5 93286","187,994,211","1,309,638","72.585","0.506","36.4627099","−119.0932419"
"ZCTA5 93287","185,924,309","57,345","71.786","0.022","35.7238010","−118.9206618"
"ZCTA5 93291","218,069,768","368,838","84.197","0.142","36.3917770","−119.3728419"
"ZCTA5 93292","297,188,459","0","114.745","0.000","36.3662430","−119.2116355"
"ZCTA5 93301","11,099,286","344,727","4.285","0.133","35.3843365","−119.0205616"
"ZCTA5 93304","19,356,970","0","7.474","0.000","35.3394391","−119.0236548"
"ZCTA5 93305","14,984,608","0","5.786","0.000","35.3898752","−118.9851805"
"ZCTA5 93306","252,116,719","1,552,574","97.343","0.599","35.4681926","−118.7797512"
"ZCTA5 93307","365,742,195","722,651","141.214","0.279","35.2451202","−118.9410999"
"ZCTA5 93308","892,506,814","1,658,786","344.599","0.640","35.5474931","−118.9468676"
"ZCTA5 93309","27,069,611","398,549","10.452","0.154","35.3430463","−119.0650400"
"ZCTA5 93311","551,444,704","2,255,271","212.914","0.871","35.1537293","−119.1683616"
"ZCTA5 93312","36,704,372","0","14.172","0.000","35.3918445","−119.1195484"
"ZCTA5 93313","260,452,907","183,787","100.561","0.071","35.1654492","−119.0435141"
"ZCTA5 93314","230,346,925","1,091,932","88.937","0.422","35.3938657","−119.2448456"
"ZCTA5 93401","166,207,435","50,406","64.173","0.019","35.2358708","−120.6159143"
"ZCTA5 93402","71,865,630","7,546,095","27.747","2.914","35.2952317","−120.8354679"
"ZCTA5 93405","232,370,107","441,412","89.719","0.170","35.3004652","−120.7348428"
"ZCTA5 93407","2,204,832","22,384","0.851","0.009","35.3066282","−120.6691748"
"ZCTA5 93408","55,773","0","0.022","0.000","35.3211074","−120.7188970"
"ZCTA5 93409","1,034,939","0","0.400","0.000","35.3235663","−120.6973747"
"ZCTA5 93410","1,129,563","0","0.436","0.000","35.3044560","−120.6569384"
"ZCTA5 93420","511,339,679","2,982,673","197.429","1.152","35.1760107","−120.4767570"
"ZCTA5 93422","178,175,790","167,233","68.794","0.065","35.4653490","−120.6894388"
"ZCTA5 93424","52,124,699","4,728,646","20.125","1.826","35.1986172","−120.7860676"
"ZCTA5 93426","561,417,875","40,416,575","216.765","15.605","35.8401388","−120.9751859"
"ZCTA5 93427","179,943,856","55,316","69.477","0.021","34.6429587","−120.2391256"
"ZCTA5 93428","200,155,798","5,071,270","77.281","1.958","35.5849995","−121.0414745"
"ZCTA5 93429","17,874,173","60,573","6.901","0.023","34.8676617","−120.5399041"
"ZCTA5 93430","185,815,361","12,013,165","71.744","4.638","35.4847673","−120.9441728"
"ZCTA5 93432","218,945,573","741,518","84.535","0.286","35.4785202","−120.4814349"
"ZCTA5 93433","5,605,475","126,995","2.164","0.049","35.1208877","−120.6196642"
"ZCTA5 93434","59,066,121","1,465,930","22.806","0.566","34.9402685","−120.6200700"
"ZCTA5 93436","590,624,217","2,074,808","228.041","0.801","34.5999257","−120.3765318"
"ZCTA5 93437","128,488,317","273,082","49.610","0.105","34.7606439","−120.5088770"
"ZCTA5 93440","114,192,177","99,822","44.090","0.039","34.7686308","−120.2582595"
"ZCTA5 93441","100,020,231","85,707","38.618","0.033","34.7331259","−120.0949687"
"ZCTA5 93442","115,402,977","2,658,854","44.557","1.027","35.4013978","−120.7999355"
"ZCTA5 93444","169,379,151","2,583,191","65.398","0.997","35.0359128","−120.5025621"
"ZCTA5 93445","44,084,686","3,236,727","17.021","1.250","35.0440754","−120.6207066"
"ZCTA5 93446","1,109,390,020","9,361,039","428.338","3.614","35.6590681","−120.7175839"
"ZCTA5 93449","25,659,591","1,839,758","9.907","0.710","35.1609345","−120.6533416"
"ZCTA5 93450","468,087,033","3,065,165","180.729","1.183","36.0854229","−120.8185220"
"ZCTA5 93451","1,158,302,724","455,217","447.223","0.176","35.9325407","−120.5608608"
"ZCTA5 93452","295,662,774","17,844,628","114.156","6.890","35.7464854","−121.2233480"
"ZCTA5 93453","1,790,674,756","4,005,472","691.383","1.547","35.2413452","−120.2192676"
"ZCTA5 93454","1,083,353,419","9,729,254","418.285","3.756","34.9230125","−120.2594631"
"ZCTA5 93455","306,465,106","864,811","118.327","0.334","34.8483142","−120.4828831"
"ZCTA5 93458","73,599,585","835,838","28.417","0.323","34.9532450","−120.4921190"
"ZCTA5 93460","569,974,655","126,912","220.068","0.049","34.6733168","−119.7436158"
"ZCTA5 93461","762,000,417","2,396,095","294.210","0.925","35.6333396","−120.2683905"
"ZCTA5 93463","87,798,123","429,947","33.899","0.166","34.6064223","−120.1354308"
"ZCTA5 93465","219,208,208","13,838","84.637","0.005","35.5427158","−120.7337956"
"ZCTA5 93501","575,003,027","269,612","222.010","0.104","35.0657979","−118.2217816"
"ZCTA5 93505","168,400,215","113,165","65.020","0.044","35.1089575","−117.9564610"
"ZCTA5 93510","207,399,594","35,388","80.077","0.014","34.4509057","−118.2276141"
"ZCTA5 93512","261,131,756","282,270","100.824","0.109","37.8918665","−118.5545694"
"ZCTA5 93513","1,027,602,246","3,966,284","396.759","1.531","37.0361398","−118.3356711"
"ZCTA5 93514","2,608,371,530","12,221,252","1,007.098","4.719","37.4921149","−118.3904081"
"ZCTA5 93516","73,997,241","0","28.570","0.000","35.0081317","−117.6425627"
"ZCTA5 93517","873,938,772","15,089,203","337.430","5.826","38.2780771","−119.2748086"
"ZCTA5 93518","839,955,682","221,945","324.309","0.086","35.3851106","−118.4911682"
"ZCTA5 93519","355,622,181","648,704","137.306","0.250","35.3142046","−117.9607284"
"ZCTA5 93522","127,150,402","94,748","49.093","0.037","36.3162976","−117.5923332"
"ZCTA5 93523","98,036,472","1,729","37.852","0.001","34.9952918","−117.8839901"
"ZCTA5 93524","187,627,830","1,490,456","72.444","0.575","34.9080209","−117.8278171"
"ZCTA5 93526","138,612,139","73,882","53.518","0.029","36.8571250","−118.2581451"
"ZCTA5 93527","907,059,313","682,150","350.218","0.263","35.9229319","−118.0789360"
"ZCTA5 93528","6,354,495","0","2.453","0.000","35.3718756","−117.6418025"
"ZCTA5 93529","194,081,627","11,074,785","74.935","4.276","37.7777065","−119.1881016"
"ZCTA5 93530","2,987,188","393,370","1.153","0.152","36.4938575","−117.8903888"
"ZCTA5 93531","50,486,942","18,908","19.493","0.007","35.2317801","−118.6130668"
"ZCTA5 93532","316,062,039","1,089,641","122.032","0.421","34.6898481","−118.5336886"
"ZCTA5 93534","49,097,633","929,505","18.957","0.359","34.7176596","−118.1523203"
"ZCTA5 93535","618,967,557","216,502","238.985","0.084","34.6983916","−117.8899453"
"ZCTA5 93536","658,777,761","2,244,232","254.356","0.867","34.7376703","−118.3874244"
"ZCTA5 93541","821,955,407","157,962,093","317.359","60.990","38.0186456","−119.0597265"
"ZCTA5 93543","175,312,982","701,900","67.689","0.271","34.4752779","−117.9695989"
"ZCTA5 93544","297,760,176","589,749","114.966","0.228","34.4882058","−117.7566102"
"ZCTA5 93545","1,012,997,769","3,628,673","391.121","1.401","36.6105415","−118.0262815"
"ZCTA5 93546","609,552,944","22,585,199","235.350","8.720","37.5491262","−118.8398144"
"ZCTA5 93549","1,280,714,042","21,897,528","494.486","8.455","36.2927258","−117.8653525"
"ZCTA5 93550","671,464,956","2,181,573","259.254","0.842","34.4103344","−118.0599568"
"ZCTA5 93551","219,516,310","489,069","84.756","0.189","34.5896182","−118.2273807"
"ZCTA5 93552","99,558,932","842,078","38.440","0.325","34.5835229","−118.0273432"
"ZCTA5 93553","148,137,021","289,008","57.196","0.112","34.4452393","−117.8948676"
"ZCTA5 93554","349,828,757","135,465","135.070","0.052","35.3692181","−117.7591260"
"ZCTA5 93555","202,245,944","1,952,171","78.088","0.754","35.5823838","−117.6835971"
"ZCTA5 93558","104,699,505","0","40.425","0.000","35.3394535","−117.5851329"
"ZCTA5 93560","434,947,543","688,480","167.934","0.266","34.8787816","−118.3183261"
"ZCTA5 93561","781,715,841","732,805","301.822","0.283","35.0986663","−118.5167064"
"ZCTA5 93562","231,804,782","9,176,805","89.500","3.543","35.7012209","−117.3075439"
"ZCTA5 93563","97,937,096","16,791","37.814","0.006","34.3709218","−117.8133633"
"ZCTA5 93581","6,724,488","17,793","2.596","0.007","35.1129063","−118.5709793"
"ZCTA5 93591","192,498,077","278,174","74.324","0.107","34.5978614","−117.8155726"
"ZCTA5 93601","102,614,146","50,650","39.620","0.020","37.3907754","−119.7323630"
"ZCTA5 93602","287,585,866","2,653,472","111.038","1.025","37.0668398","−119.3889423"
"ZCTA5 93603","278,889,240","186,155","107.680","0.072","36.4886792","−118.9980736"
"ZCTA5 93604","115,085,292","2,391,950","44.435","0.924","37.3479077","−119.5298079"
"ZCTA5 93605","38,482,316","0","14.858","0.000","37.1762192","−119.2495234"
"ZCTA5 93606","1,792,524","0","0.692","0.000","36.7987146","−120.0162735"
"ZCTA5 93608","306,669,468","833,734","118.406","0.322","36.5049867","−120.3386638"
"ZCTA5 93609","157,921,920","0","60.974","0.000","36.5261658","−119.8638914"
"ZCTA5 93610","681,592,027","2,517,748","263.164","0.972","37.0872855","−120.2888671"
"ZCTA5 93611","26,685,334","95,895","10.303","0.037","36.8266683","−119.6805725"
"ZCTA5 93612","17,478,517","198,525","6.748","0.077","36.8148491","−119.7119089"
"ZCTA5 93614","332,721,235","699,570","128.464","0.270","37.2175705","−119.7310690"
"ZCTA5 93615","41,674,810","0","16.091","0.000","36.5037388","−119.2838461"
"ZCTA5 93616","35,683,237","0","13.777","0.000","36.6546796","−119.5943326"
"ZCTA5 93618","173,276,125","0","66.902","0.000","36.5221175","−119.3866282"
"ZCTA5 93619","483,089,082","257,176","186.522","0.099","36.9141762","−119.5939790"
"ZCTA5 93620","417,687,247","774,100","161.270","0.299","37.0434967","−120.6205080"
"ZCTA5 93621","198,000,203","1,398,251","76.448","0.540","36.7466326","−119.1013879"
"ZCTA5 93622","1,179,346,800","5,613,930","455.348","2.168","36.7856176","−120.6253823"
"ZCTA5 93623","48,520,770","32,596","18.734","0.013","37.4765962","−119.6744327"
"ZCTA5 93624","373,309,108","384,816","144.135","0.149","36.3785454","−120.1301511"
"ZCTA5 93625","62,091,638","0","23.974","0.000","36.6242294","−119.6717516"
"ZCTA5 93626","257,682,811","18,266,157","99.492","7.053","37.0432863","−119.6913063"
"ZCTA5 93627","161,494,271","186,381","62.353","0.072","36.5109421","−120.1062925"
"ZCTA5 93628","162,446,686","346,818","62.721","0.134","36.7708436","−118.8484992"
"ZCTA5 93630","420,148,538","3,511,645","162.220","1.356","36.7165742","−120.1269547"
"ZCTA5 93631","213,780,579","859,921","82.541","0.332","36.4800648","−119.5173390"
"ZCTA5 93633","12,537,450","0","4.841","0.000","36.7291216","−118.9562350"
"ZCTA5 93634","3,010,278,767","57,052,986","1,162.275","22.028","37.2236095","−119.0009358"
"ZCTA5 93635","1,012,000,337","16,976,005","390.736","6.554","37.0201870","−120.8817002"
"ZCTA5 93636","511,602,397","3,318,089","197.531","1.281","36.9848775","−119.8775190"
"ZCTA5 93637","726,268,751","156,359","280.414","0.060","36.9180792","−120.1859331"
"ZCTA5 93638","233,781,766","1,235,339","90.264","0.477","37.0434340","−120.0336928"
"ZCTA5 93640","409,034,501","4,195,888","157.929","1.620","36.6726980","−120.4397366"
"ZCTA5 93641","163,809,362","413,882","63.247","0.160","36.7054817","−119.0399555"
"ZCTA5 93643","394,963,210","143,387","152.496","0.055","37.2050538","−119.5184338"
"ZCTA5 93644","303,348,779","177,139","117.124","0.068","37.4180183","−119.5925671"
"ZCTA5 93645","154,608,815","93,504","59.695","0.036","37.1521087","−119.6201357"
"ZCTA5 93646","88,818,455","0","34.293","0.000","36.6322736","−119.2893527"
"ZCTA5 93647","241,195,050","15,560","93.126","0.006","36.6007599","−119.1754848"
"ZCTA5 93648","57,282,812","0","22.117","0.000","36.6206230","−119.5205823"
"ZCTA5 93650","1,618,535","0","0.625","0.000","36.8401974","−119.8001206"
"ZCTA5 93651","42,173,743","21,847","16.283","0.008","37.0023881","−119.5148581"
"ZCTA5 93652","5,346,999","0","2.064","0.000","36.5950119","−119.9045766"
"ZCTA5 93653","554,129,146","9,370,438","213.950","3.618","37.2560313","−119.9090593"
"ZCTA5 93654","260,305,189","1,374,591","100.504","0.531","36.6587089","−119.4012740"
"ZCTA5 93656","293,243,098","15,365","113.222","0.006","36.4509441","−119.9368187"
"ZCTA5 93657","584,852,793","19,017,782","225.813","7.343","36.8168584","−119.4587018"
"ZCTA5 93660","126,281,303","0","48.757","0.000","36.6093391","−120.1651676"
"ZCTA5 93662","201,658,585","550,687","77.861","0.213","36.5365732","−119.6386513"
"ZCTA5 93664","487,237,059","8,876,046","188.123","3.427","37.0498214","−119.1907259"
"ZCTA5 93665","1,355,343","0","0.523","0.000","36.9633136","−120.6503151"
"ZCTA5 93666","548,221","0","0.212","0.000","36.5462083","−119.3361766"
"ZCTA5 93667","304,965,972","2,269,233","117.748","0.876","36.9656631","−119.3168354"
"ZCTA5 93668","123,203,469","1,148,603","47.569","0.443","36.6576159","−120.2931009"
"ZCTA5 93669","18,316,890","2,016,015","7.072","0.778","37.2909091","−119.5483649"
"ZCTA5 93670","120,774","0","0.047","0.000","36.4855574","−119.2541526"
"ZCTA5 93673","2,017,053","0","0.779","0.000","36.4523533","−119.4823811"
"ZCTA5 93675","257,178,857","161,455","99.297","0.062","36.7247235","−119.1927785"
"ZCTA5 93701","3,939,126","0","1.521","0.000","36.7496010","−119.7878098"
"ZCTA5 93702","13,391,258","0","5.170","0.000","36.7394434","−119.7542091"
"ZCTA5 93703","12,330,829","0","4.761","0.000","36.7688556","−119.7624110"
"ZCTA5 93704","13,977,356","36,443","5.397","0.014","36.8003098","−119.8009064"
"ZCTA5 93705","12,600,070","41,216","4.865","0.016","36.7872970","−119.8273214"
"ZCTA5 93706","410,480,685","261,734","158.487","0.101","36.6559047","−119.9202591"
"ZCTA5 93710","15,986,867","40,144","6.173","0.015","36.8241049","−119.7627096"
"ZCTA5 93711","29,049,130","1,024,109","11.216","0.395","36.8365513","−119.8338493"
"ZCTA5 93720","27,042,374","226,039","10.441","0.087","36.8622090","−119.7607933"
"ZCTA5 93721","5,285,943","0","2.041","0.000","36.7328084","−119.7838293"
"ZCTA5 93722","49,985,476","689,003","19.300","0.266","36.7997467","−119.8776203"
"ZCTA5 93723","106,372,985","117,466","41.071","0.045","36.7897564","−119.9525593"
"ZCTA5 93725","173,530,864","307,363","67.001","0.119","36.6272111","−119.7318880"
"ZCTA5 93726","16,527,326","313,423","6.381","0.121","36.7936660","−119.7597151"
"ZCTA5 93727","56,919,869","286,646","21.977","0.111","36.7516118","−119.6953972"
"ZCTA5 93728","7,879,187","0","3.042","0.000","36.7573019","−119.8182824"
"ZCTA5 93730","20,380,109","757,727","7.869","0.293","36.9060265","−119.7511410"
"ZCTA5 93737","25,284,733","0","9.762","0.000","36.7536132","−119.6455811"
"ZCTA5 93740","2,263,790","0","0.874","0.000","36.8163814","−119.7461153"
"ZCTA5 93741","296,849","0","0.115","0.000","36.7674305","−119.7960355"
"ZCTA5 93901","24,827,076","0","9.586","0.000","36.6478557","−121.6303055"
"ZCTA5 93905","23,931,170","93,277","9.240","0.036","36.6850680","−121.6059918"
"ZCTA5 93906","34,344,253","46,232","13.260","0.018","36.7226758","−121.6336673"
"ZCTA5 93907","141,221,718","753,484","54.526","0.291","36.7667808","−121.6667222"
"ZCTA5 93908","624,057,232","7,756,791","240.950","2.995","36.6260439","−121.6021208"
"ZCTA5 93920","410,484,348","7,316,794","158.489","2.825","36.0522456","−121.5144050"
"ZCTA5 93921","2,465,653","0","0.952","0.000","36.5536409","−121.9222713"
"ZCTA5 93923","525,049,416","1,784,833","202.723","0.689","36.4057748","−121.7960177"
"ZCTA5 93924","484,344,615","1,072,247","187.007","0.414","36.4156034","−121.6376512"
"ZCTA5 93925","129,312,963","238,923","49.928","0.092","36.5884824","−121.3992167"
"ZCTA5 93926","173,933,159","309,586","67.156","0.120","36.5258701","−121.3967349"
"ZCTA5 93927","544,199,522","3,501,670","210.117","1.352","36.2755866","−121.3919238"
